metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 504.000, GB
train size per rank, 21.000, GB
train emulated compute time per epoch, "15.504, 15.504, 15.504, 15.504, 15.504", "s, s, s, s, s"
train emulated compute time, 77.520, s
train metadata time per epoch, "119.945, 119.692, 117.661, 114.067, 110.379", "s, s, s, s, s"
train metadata time, 581.745, s
train raw read time per epoch, "184.750, 191.971, 190.212, 194.773, 196.016", "s, s, s, s, s"
train total raw read time, 957.721, s
train raw read rate per epoch, "116.395, 112.017, 113.053, 110.405, 109.705", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 112.314, MB/s
train observed time per epoch, "405.362, 393.982, 394.856, 384.228, 392.399", "s, s, s, s, s"
train observed time, 1970.828, s
train observed rate per epoch, "55.158, 56.816, 56.686, 58.319, 57.055", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 56.807, MB/s
train throughput samples per second per epoch, "0.829, 0.853, 0.851, 0.874, 0.856", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 0.853, samples/s
train throughput stdev samples per second, 0.015, samples/s
train io avg, 54.571, MB/s
train io stdev, 952.956, KB/s
eval total size, 126.000, GB
eval size per rank, 5.250, GB
eval emulated compute time per epoch, "13.566, 13.566, 13.566, 13.566, 13.566", "s, s, s, s, s"
eval emulated compute time, 67.830, s
eval metadata time per epoch, "31.156, 27.554, 29.526, 27.359, 24.863", "s, s, s, s, s"
eval metadata time, 140.459, s
eval raw read time per epoch, "45.170, 46.866, 44.225, 45.354, 47.952", "s, s, s, s, s"
eval total raw read time, 229.566, s
eval raw read rate per epoch, "118.255, 114.440, 121.116, 118.255, 111.579", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 117.187, MB/s
eval observed time per epoch, "138.934, 136.403, 138.204, 139.530, 138.156", "s, s, s, s, s"
eval observed time, 691.228, s
eval observed rate per epoch, "42.881, 43.765, 43.132, 42.679, 43.148", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 43.121, MB/s
eval throughput samples per second per epoch, "0.605, 0.616, 0.608, 0.602, 0.608", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.608, samples/s
eval throughput stdev samples per second, 0.005, samples/s
eval io avg, 38.889, MB/s
eval io stdev, 304.393, KB/s
