metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 504.000, GB
train size per rank, 21.000, GB
train emulated compute time per epoch, "15.504, 15.504, 15.504, 15.504, 15.504", "s, s, s, s, s"
train emulated compute time, 77.520, s
train metadata time per epoch, "110.927, 111.320, 115.774, 111.793, 112.235", "s, s, s, s, s"
train metadata time, 562.049, s
train raw read time per epoch, "194.882, 198.399, 190.250, 194.999, 198.039", "s, s, s, s, s"
train total raw read time, 976.570, s
train raw read rate per epoch, "110.343, 108.387, 113.029, 110.277, 108.584", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 110.124, MB/s
train observed time per epoch, "401.533, 399.053, 400.298, 397.512, 398.986", "s, s, s, s, s"
train observed time, 1997.381, s
train observed rate per epoch, "55.705, 56.065, 55.884, 56.292, 56.075", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 56.004, MB/s
train throughput samples per second per epoch, "0.837, 0.842, 0.839, 0.845, 0.842", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 0.841, samples/s
train throughput stdev samples per second, 0.003, samples/s
train io avg, 53.831, MB/s
train io stdev, 186.924, KB/s
eval total size, 126.000, GB
eval size per rank, 5.250, GB
eval emulated compute time per epoch, "13.566, 13.566, 13.566, 13.566, 13.566", "s, s, s, s, s"
eval emulated compute time, 67.830, s
eval metadata time per epoch, "20.777, 21.167, 23.567, 21.610, 19.873", "s, s, s, s, s"
eval metadata time, 106.995, s
eval raw read time per epoch, "50.412, 46.859, 46.830, 48.794, 50.212", "s, s, s, s, s"
eval total raw read time, 243.106, s
eval raw read rate per epoch, "105.857, 114.440, 114.440, 109.672, 106.812", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 110.682, MB/s
eval observed time per epoch, "137.300, 141.429, 139.569, 140.296, 139.811", "s, s, s, s, s"
eval observed time, 698.405, s
eval observed rate per epoch, "43.447, 42.045, 42.665, 42.420, 42.583", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 42.632, MB/s
eval throughput samples per second per epoch, "0.612, 0.594, 0.602, 0.599, 0.601", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.601, samples/s
eval throughput stdev samples per second, 0.006, samples/s
eval io avg, 38.491, MB/s
eval io stdev, 383.825, KB/s
