metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 504.000, GB
train size per rank, 21.000, GB
train emulated compute time per epoch, "15.504, 15.504, 15.504, 15.504, 15.504", "s, s, s, s, s"
train emulated compute time, 77.520, s
train metadata time per epoch, "120.272, 119.269, 122.014, 117.394, 116.922", "s, s, s, s, s"
train metadata time, 595.871, s
train raw read time per epoch, "189.424, 193.254, 188.254, 193.776, 196.653", "s, s, s, s, s"
train total raw read time, 961.360, s
train raw read rate per epoch, "113.522, 111.272, 114.229, 110.973, 109.350", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 111.869, MB/s
train observed time per epoch, "401.507, 399.142, 400.256, 397.562, 398.885", "s, s, s, s, s"
train observed time, 1997.352, s
train observed rate per epoch, "55.709, 56.053, 55.890, 56.284, 56.090", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 56.005, MB/s
train throughput samples per second per epoch, "0.837, 0.842, 0.839, 0.845, 0.842", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 0.841, samples/s
train throughput stdev samples per second, 0.003, samples/s
train io avg, 53.831, MB/s
train io stdev, 183.602, KB/s
eval total size, 126.000, GB
eval size per rank, 5.250, GB
eval emulated compute time per epoch, "13.566, 13.566, 13.566, 13.566, 13.566", "s, s, s, s, s"
eval emulated compute time, 67.830, s
eval metadata time per epoch, "26.768, 26.912, 28.255, 26.821, 26.018", "s, s, s, s, s"
eval metadata time, 134.774, s
eval raw read time per epoch, "47.712, 47.196, 47.025, 47.711, 48.079", "s, s, s, s, s"
eval total raw read time, 237.723, s
eval raw read rate per epoch, "112.533, 113.486, 113.486, 112.533, 111.579", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 113.079, MB/s
eval observed time per epoch, "137.466, 141.512, 139.609, 140.362, 139.771", "s, s, s, s, s"
eval observed time, 698.720, s
eval observed rate per epoch, "43.390, 42.018, 42.651, 42.398, 42.597", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 42.610, MB/s
eval throughput samples per second per epoch, "0.611, 0.594, 0.602, 0.598, 0.601", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.601, samples/s
eval throughput stdev samples per second, 0.006, samples/s
eval io avg, 38.474, MB/s
eval io stdev, 374.155, KB/s
