metric, value, unit
operation, dlio,
ranks, 64,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, NO,
collective data, NO,
train total size, 56.000, GB
train size per rank, 896.000, MB
train emulated compute time per epoch, "0.646, 0.646, 0.646, 0.646, 0.646", "s, s, s, s, s"
train emulated compute time, 3.230, s
train metadata time per epoch, "0.470, 0.840, 0.967, 1.244, 1.245", "s, s, s, s, s"
train metadata time, 4.767, s
train raw read time per epoch, "3.312, 3.280, 3.175, 3.078, 3.075", "s, s, s, s, s"
train total raw read time, 15.920, s
train raw read rate per epoch, "270.551, 273.137, 282.245, 291.102, 291.393", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 281.686, MB/s
train observed time per epoch, "4.952, 5.060, 5.024, 5.070, 5.097", "s, s, s, s, s"
train observed time, 25.203, s
train observed rate per epoch, "208.095, 203.012, 204.638, 202.520, 201.285", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 203.909, MB/s
train throughput samples per second per epoch, "2.827, 2.767, 2.786, 2.761, 2.747", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 2.778, samples/s
train throughput stdev samples per second, 0.028, samples/s
train io avg, 177.771, MB/s
train io stdev, 1.785, MB/s
eval total size, 16.000, GB
eval size per rank, 256.000, MB
eval emulated compute time per epoch, "0.646, 0.646, 0.646, 0.646, 0.646", "s, s, s, s, s"
eval emulated compute time, 3.230, s
eval metadata time per epoch, "0.459, 0.520, 0.267, 0.108, 0.220", "s, s, s, s, s"
eval metadata time, 1.574, s
eval raw read time per epoch, "0.678, 0.656, 0.703, 0.843, 0.685", "s, s, s, s, s"
eval total raw read time, 3.564, s
eval raw read rate per epoch, "377.654, 390.053, 364.303, 303.268, 372.886", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 361.946, MB/s
eval observed time per epoch, "1.879, 1.859, 1.857, 1.838, 1.831", "s, s, s, s, s"
eval observed time, 9.264, s
eval observed rate per epoch, "207.614, 211.016, 211.384, 214.842, 216.024", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 212.176, MB/s
eval throughput samples per second per epoch, "2.129, 2.151, 2.154, 2.177, 2.185", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 2.159, samples/s
eval throughput stdev samples per second, 0.020, samples/s
eval io avg, 138.182, MB/s
eval io stdev, 1.269, MB/s
