metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 31.500, GB
train size per rank, 1.312, GB
train emulated compute time per epoch, "0.969, 0.969, 0.969, 0.969, 0.969", "s, s, s, s, s"
train emulated compute time, 4.845, s
train metadata time per epoch, "4.690, 4.429, 4.476, 4.448, 4.653", "s, s, s, s, s"
train metadata time, 22.697, s
train raw read time per epoch, "6.587, 6.087, 6.203, 5.919, 6.223", "s, s, s, s, s"
train total raw read time, 31.018, s
train raw read rate per epoch, "204.034, 220.803, 216.684, 227.068, 215.973", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 216.912, MB/s
train observed time per epoch, "24.625, 17.195, 17.639, 14.240, 18.587", "s, s, s, s, s"
train observed time, 92.286, s
train observed rate per epoch, "56.814, 82.831, 80.623, 101.272, 76.285", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 79.565, MB/s
train throughput samples per second per epoch, "0.853, 1.221, 1.191, 1.475, 1.130", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 1.174, samples/s
train throughput stdev samples per second, 0.199, samples/s
train io avg, 75.130, MB/s
train io stdev, 12.738, MB/s
eval total size, 6.000, GB
eval size per rank, 256.000, MB
eval emulated compute time per epoch, "0.646, 0.646, 0.646, 0.646, 0.646", "s, s, s, s, s"
eval emulated compute time, 3.230, s
eval metadata time per epoch, "1.069, 0.908, 0.890, 1.107, 0.895", "s, s, s, s, s"
eval metadata time, 4.870, s
eval raw read time per epoch, "1.463, 1.008, 1.105, 1.260, 1.252", "s, s, s, s, s"
eval total raw read time, 6.087, s
eval raw read rate per epoch, "174.521, 253.677, 230.789, 203.132, 204.086", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 213.676, MB/s
eval observed time per epoch, "5.302, 4.779, 4.950, 5.933, 5.201", "s, s, s, s, s"
eval observed time, 26.165, s
eval observed rate per epoch, "54.986, 61.939, 59.478, 48.420, 56.204", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 56.205, MB/s
eval throughput samples per second per epoch, "0.755, 0.838, 0.809, 0.674, 0.770", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.769, samples/s
eval throughput stdev samples per second, 0.056, samples/s
eval io avg, 49.217, MB/s
eval io stdev, 3.557, MB/s
