metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 31.500, GB
train size per rank, 1.312, GB
train emulated compute time per epoch, "0.969, 0.969, 0.969, 0.969, 0.969", "s, s, s, s, s"
train emulated compute time, 4.845, s
train metadata time per epoch, "4.737, 4.374, 4.886, 4.320, 4.336", "s, s, s, s, s"
train metadata time, 22.652, s
train raw read time per epoch, "5.916, 5.935, 5.392, 6.427, 5.773", "s, s, s, s, s"
train total raw read time, 29.443, s
train raw read rate per epoch, "227.170, 226.466, 249.279, 209.119, 232.796", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 228.966, MB/s
train observed time per epoch, "24.869, 17.270, 17.644, 14.499, 18.567", "s, s, s, s, s"
train observed time, 92.849, s
train observed rate per epoch, "56.232, 82.447, 80.599, 99.337, 76.373", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 78.998, MB/s
train throughput samples per second per epoch, "0.844, 1.216, 1.190, 1.448, 1.131", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 1.166, samples/s
train throughput stdev samples per second, 0.194, samples/s
train io avg, 74.624, MB/s
train io stdev, 12.393, MB/s
eval total size, 6.000, GB
eval size per rank, 256.000, MB
eval emulated compute time per epoch, "0.646, 0.646, 0.646, 0.646, 0.646", "s, s, s, s, s"
eval emulated compute time, 3.230, s
eval metadata time per epoch, "1.489, 1.013, 1.218, 1.478, 1.238", "s, s, s, s, s"
eval metadata time, 6.435, s
eval raw read time per epoch, "1.001, 1.186, 1.112, 0.988, 0.576", "s, s, s, s, s"
eval total raw read time, 4.864, s
eval raw read rate per epoch, "255.584, 215.530, 229.835, 258.445, 443.458", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 280.982, MB/s
eval observed time per epoch, "5.279, 4.960, 4.790, 5.996, 5.095", "s, s, s, s, s"
eval observed time, 26.120, s
eval observed rate per epoch, "55.254, 59.344, 61.775, 47.848, 57.537", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 56.352, MB/s
eval throughput samples per second per epoch, "0.758, 0.806, 0.835, 0.667, 0.785", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.770, samples/s
eval throughput stdev samples per second, 0.058, samples/s
eval io avg, 49.297, MB/s
eval io stdev, 3.680, MB/s
