metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 31.500, GB
train size per rank, 1.312, GB
train emulated compute time per epoch, "0.969, 0.969, 0.969, 0.969, 0.969", "s, s, s, s, s"
train emulated compute time, 4.845, s
train metadata time per epoch, "3.197, 4.100, 3.185, 4.028, 3.482", "s, s, s, s, s"
train metadata time, 17.991, s
train raw read time per epoch, "6.560, 5.616, 6.885, 5.660, 6.718", "s, s, s, s, s"
train total raw read time, 31.439, s
train raw read rate per epoch, "204.890, 239.331, 195.196, 237.470, 200.046", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 215.387, MB/s
train observed time per epoch, "19.389, 14.443, 14.656, 13.665, 14.581", "s, s, s, s, s"
train observed time, 76.734, s
train observed rate per epoch, "72.964, 99.748, 98.195, 105.860, 98.737", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 95.101, MB/s
train throughput samples per second per epoch, "1.083, 1.454, 1.433, 1.537, 1.440", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 1.389, samples/s
train throughput stdev samples per second, 0.158, samples/s
train io avg, 88.921, MB/s
train io stdev, 10.086, MB/s
eval total size, 6.000, GB
eval size per rank, 256.000, MB
eval emulated compute time per epoch, "0.646, 0.646, 0.646, 0.646, 0.646", "s, s, s, s, s"
eval emulated compute time, 3.230, s
eval metadata time per epoch, "0.398, 0.504, 0.862, 0.425, 0.793", "s, s, s, s, s"
eval metadata time, 2.983, s
eval raw read time per epoch, "1.258, 1.195, 0.858, 1.274, 0.872", "s, s, s, s, s"
eval total raw read time, 5.457, s
eval raw read rate per epoch, "203.132, 213.623, 297.546, 200.271, 292.777", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 242.097, MB/s
eval observed time per epoch, "4.019, 3.785, 4.626, 4.193, 3.963", "s, s, s, s, s"
eval observed time, 20.586, s
eval observed rate per epoch, "75.900, 81.555, 64.323, 72.174, 77.179", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 74.226, MB/s
eval throughput samples per second per epoch, "0.995, 1.057, 0.865, 0.954, 1.009", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.976, samples/s
eval throughput stdev samples per second, 0.065, samples/s
eval io avg, 62.466, MB/s
eval io stdev, 4.136, MB/s
