metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 31.500, GB
train size per rank, 1.312, GB
train emulated compute time per epoch, "0.969, 0.969, 0.969, 0.969, 0.969", "s, s, s, s, s"
train emulated compute time, 4.845, s
train metadata time per epoch, "4.029, 3.677, 3.909, 3.842, 3.626", "s, s, s, s, s"
train metadata time, 19.083, s
train raw read time per epoch, "5.853, 6.052, 6.155, 5.767, 5.993", "s, s, s, s, s"
train total raw read time, 29.821, s
train raw read rate per epoch, "229.606, 222.060, 218.360, 233.055, 224.243", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 225.465, MB/s
train observed time per epoch, "19.449, 14.487, 14.770, 13.573, 14.523", "s, s, s, s, s"
train observed time, 76.802, s
train observed rate per epoch, "72.727, 99.423, 97.385, 106.632, 99.155", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 95.064, MB/s
train throughput samples per second per epoch, "1.080, 1.450, 1.422, 1.548, 1.446", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 1.389, samples/s
train throughput stdev samples per second, 0.160, samples/s
train io avg, 88.896, MB/s
train io stdev, 10.271, MB/s
eval total size, 6.000, GB
eval size per rank, 256.000, MB
eval emulated compute time per epoch, "0.646, 0.646, 0.646, 0.646, 0.646", "s, s, s, s, s"
eval emulated compute time, 3.230, s
eval metadata time per epoch, "0.650, 0.657, 0.724, 0.665, 0.750", "s, s, s, s, s"
eval metadata time, 3.446, s
eval raw read time per epoch, "1.028, 0.968, 0.973, 1.018, 0.926", "s, s, s, s, s"
eval total raw read time, 4.913, s
eval raw read rate per epoch, "248.908, 264.167, 262.260, 250.815, 275.611", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 260.895, MB/s
eval observed time per epoch, "4.041, 3.711, 4.637, 4.149, 4.044", "s, s, s, s, s"
eval observed time, 20.583, s
eval observed rate per epoch, "75.394, 83.512, 64.146, 73.076, 75.332", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 74.292, MB/s
eval throughput samples per second per epoch, "0.990, 1.079, 0.864, 0.965, 0.990", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.978, samples/s
eval throughput stdev samples per second, 0.069, samples/s
eval io avg, 62.566, MB/s
eval io stdev, 4.403, MB/s
