metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 31.500, GB
train size per rank, 1.312, GB
train emulated compute time per epoch, "0.969, 0.969, 0.969, 0.969, 0.969", "s, s, s, s, s"
train emulated compute time, 4.845, s
train metadata time per epoch, "3.583, 4.236, 3.440, 4.092, 2.954", "s, s, s, s, s"
train metadata time, 18.306, s
train raw read time per epoch, "6.766, 5.094, 6.367, 5.843, 6.159", "s, s, s, s, s"
train total raw read time, 30.229, s
train raw read rate per epoch, "198.637, 263.829, 211.082, 230.015, 218.229", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 224.358, MB/s
train observed time per epoch, "19.758, 14.879, 13.788, 13.639, 14.401", "s, s, s, s, s"
train observed time, 76.465, s
train observed rate per epoch, "71.531, 96.621, 104.844, 106.078, 100.058", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 95.826, MB/s
train throughput samples per second per epoch, "1.063, 1.411, 1.523, 1.540, 1.458", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 1.399, samples/s
train throughput stdev samples per second, 0.174, samples/s
train io avg, 89.539, MB/s
train io stdev, 11.152, MB/s
eval total size, 6.000, GB
eval size per rank, 256.000, MB
eval emulated compute time per epoch, "0.646, 0.646, 0.646, 0.646, 0.646", "s, s, s, s, s"
eval emulated compute time, 3.230, s
eval metadata time per epoch, "0.768, 0.682, 0.507, 0.720, 1.247", "s, s, s, s, s"
eval metadata time, 3.925, s
eval raw read time per epoch, "0.880, 1.069, 1.028, 1.065, 1.172", "s, s, s, s, s"
eval total raw read time, 5.214, s
eval raw read rate per epoch, "290.870, 239.372, 248.908, 240.325, 218.391", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 247.625, MB/s
eval observed time per epoch, "4.122, 4.045, 4.022, 4.852, 4.923", "s, s, s, s, s"
eval observed time, 21.963, s
eval observed rate per epoch, "73.656, 75.316, 75.838, 60.865, 59.854", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 69.105, MB/s
eval throughput samples per second per epoch, "0.970, 0.989, 0.995, 0.824, 0.813", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.918, samples/s
eval throughput stdev samples per second, 0.082, samples/s
eval io avg, 58.764, MB/s
eval io stdev, 5.241, MB/s
