metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 126.000, GB
train size per rank, 5.250, GB
train emulated compute time per epoch, "3.876, 3.876, 3.876, 3.876, 3.876", "s, s, s, s, s"
train emulated compute time, 19.380, s
train metadata time per epoch, "50.040, 49.391, 51.500, 49.481, 52.466", "s, s, s, s, s"
train metadata time, 252.877, s
train raw read time per epoch, "135.648, 141.493, 139.152, 141.635, 138.342", "s, s, s, s, s"
train total raw read time, 696.271, s
train raw read rate per epoch, "39.632, 37.994, 38.634, 37.956, 38.859", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 38.615, MB/s
train observed time per epoch, "473.548, 455.473, 427.628, 440.821, 489.190", "s, s, s, s, s"
train observed time, 2286.661, s
train observed rate per epoch, "11.446, 11.904, 12.687, 12.303, 11.077", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 11.883, MB/s
train throughput samples per second per epoch, "0.177, 0.184, 0.196, 0.191, 0.172", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 0.184, samples/s
train throughput stdev samples per second, 0.009, samples/s
train io avg, 11.782, MB/s
train io stdev, 580.571, KB/s
eval total size, 30.000, GB
eval size per rank, 1.250, GB
eval emulated compute time per epoch, "3.230, 3.230, 3.230, 3.230, 3.230", "s, s, s, s, s"
eval emulated compute time, 16.150, s
eval metadata time per epoch, "8.909, 9.231, 8.738, 9.413, 9.300", "s, s, s, s, s"
eval metadata time, 45.591, s
eval raw read time per epoch, "36.447, 36.756, 37.135, 36.107, 36.930", "s, s, s, s, s"
eval total raw read time, 183.375, s
eval raw read rate per epoch, "34.332, 34.332, 34.332, 35.285, 34.332", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 34.904, MB/s
eval observed time per epoch, "167.435, 161.605, 159.841, 154.363, 157.554", "s, s, s, s, s"
eval observed time, 800.797, s
eval observed rate per epoch, "7.795, 8.082, 8.173, 8.469, 8.294", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 8.162, MB/s
eval throughput samples per second per epoch, "0.119, 0.124, 0.125, 0.130, 0.127", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.125, samples/s
eval throughput stdev samples per second, 0.003, samples/s
eval io avg, 7.997, MB/s
eval io stdev, 221.198, KB/s
