metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 126.000, GB
train size per rank, 5.250, GB
train emulated compute time per epoch, "3.876, 3.876, 3.876, 3.876, 3.876", "s, s, s, s, s"
train emulated compute time, 19.380, s
train metadata time per epoch, "45.207, 42.128, 55.303, 50.680, 56.172", "s, s, s, s, s"
train metadata time, 249.489, s
train raw read time per epoch, "127.064, 131.505, 139.637, 159.378, 141.602", "s, s, s, s, s"
train total raw read time, 699.186, s
train raw read rate per epoch, "42.309, 40.880, 38.499, 33.730, 37.965", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 38.677, MB/s
train observed time per epoch, "473.571, 455.574, 427.731, 440.837, 489.190", "s, s, s, s, s"
train observed time, 2286.902, s
train observed rate per epoch, "11.445, 11.901, 12.684, 12.303, 11.077", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 11.882, MB/s
train throughput samples per second per epoch, "0.177, 0.184, 0.196, 0.191, 0.172", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 0.184, samples/s
train throughput stdev samples per second, 0.009, samples/s
train io avg, 11.780, MB/s
train io stdev, 579.711, KB/s
eval total size, 30.000, GB
eval size per rank, 1.250, GB
eval emulated compute time per epoch, "3.230, 3.230, 3.230, 3.230, 3.230", "s, s, s, s, s"
eval emulated compute time, 16.150, s
eval metadata time per epoch, "9.166, 9.509, 8.529, 11.173, 10.321", "s, s, s, s, s"
eval metadata time, 48.697, s
eval raw read time per epoch, "30.372, 31.036, 47.592, 63.784, 32.000", "s, s, s, s, s"
eval total raw read time, 204.784, s
eval raw read rate per epoch, "41.961, 41.008, 26.702, 20.026, 39.101", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 34.069, MB/s
eval observed time per epoch, "167.512, 161.510, 159.814, 154.390, 157.602", "s, s, s, s, s"
eval observed time, 800.828, s
eval observed rate per epoch, "7.791, 8.087, 8.174, 8.468, 8.291", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 8.162, MB/s
eval throughput samples per second per epoch, "0.119, 0.124, 0.125, 0.130, 0.127", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.125, samples/s
eval throughput stdev samples per second, 0.003, samples/s
eval io avg, 7.997, MB/s
eval io stdev, 221.359, KB/s
