metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 126.000, GB
train size per rank, 5.250, GB
train emulated compute time per epoch, "3.876, 3.876, 3.876, 3.876, 3.876", "s, s, s, s, s"
train emulated compute time, 19.380, s
train metadata time per epoch, "24.695, 22.694, 24.092, 29.581, 23.467", "s, s, s, s, s"
train metadata time, 124.529, s
train raw read time per epoch, "25.300, 27.865, 28.063, 39.935, 24.634", "s, s, s, s, s"
train total raw read time, 145.797, s
train raw read rate per epoch, "212.492, 192.931, 191.568, 134.617, 218.231", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 189.968, MB/s
train observed time per epoch, "168.602, 195.192, 204.137, 197.099, 183.486", "s, s, s, s, s"
train observed time, 948.515, s
train observed rate per epoch, "32.636, 28.100, 26.845, 27.822, 29.931", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 29.066, MB/s
train throughput samples per second per epoch, "0.498, 0.430, 0.411, 0.426, 0.458", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 0.445, samples/s
train throughput stdev samples per second, 0.031, samples/s
train io avg, 28.467, MB/s
train io stdev, 1.959, MB/s
eval total size, 30.000, GB
eval size per rank, 1.250, GB
eval emulated compute time per epoch, "3.230, 3.230, 3.230, 3.230, 3.230", "s, s, s, s, s"
eval emulated compute time, 16.150, s
eval metadata time per epoch, "5.103, 6.280, 5.524, 6.754, 6.167", "s, s, s, s, s"
eval metadata time, 29.828, s
eval raw read time per epoch, "7.396, 6.735, 7.895, 9.707, 9.969", "s, s, s, s, s"
eval total raw read time, 41.702, s
eval raw read rate per epoch, "172.614, 189.780, 162.124, 131.606, 127.792", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 157.103, MB/s
eval observed time per epoch, "53.069, 45.015, 69.804, 58.950, 45.309", "s, s, s, s, s"
eval observed time, 272.146, s
eval observed rate per epoch, "25.683, 30.633, 19.227, 22.972, 30.419", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 25.786, MB/s
eval throughput samples per second per epoch, "0.377, 0.444, 0.287, 0.339, 0.441", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.378, samples/s
eval throughput stdev samples per second, 0.060, samples/s
eval io avg, 24.171, MB/s
eval io stdev, 3.870, MB/s
