metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 31.500, GB
train size per rank, 1.312, GB
train emulated compute time per epoch, "0.969, 0.969, 0.969, 0.969, 0.969", "s, s, s, s, s"
train emulated compute time, 4.845, s
train metadata time per epoch, "4.024, 4.322, 4.201, 4.106, 3.986", "s, s, s, s, s"
train metadata time, 20.639, s
train raw read time per epoch, "6.267, 5.911, 6.041, 6.481, 5.814", "s, s, s, s, s"
train total raw read time, 30.515, s
train raw read rate per epoch, "214.452, 227.391, 222.463, 207.366, 231.159", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 220.566, MB/s
train observed time per epoch, "16.666, 15.739, 14.638, 14.139, 13.596", "s, s, s, s, s"
train observed time, 74.778, s
train observed rate per epoch, "85.619, 90.997, 98.323, 102.050, 106.435", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 96.685, MB/s
train throughput samples per second per epoch, "1.260, 1.334, 1.435, 1.485, 1.545", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 1.412, samples/s
train throughput stdev samples per second, 0.103, samples/s
train io avg, 90.352, MB/s
train io stdev, 6.562, MB/s
eval total size, 6.000, GB
eval size per rank, 256.000, MB
eval emulated compute time per epoch, "0.646, 0.646, 0.646, 0.646, 0.646", "s, s, s, s, s"
eval emulated compute time, 3.230, s
eval metadata time per epoch, "0.770, 0.643, 1.020, 1.947, 0.823", "s, s, s, s, s"
eval metadata time, 5.204, s
eval raw read time per epoch, "1.464, 1.439, 1.466, 1.042, 1.237", "s, s, s, s, s"
eval total raw read time, 6.648, s
eval raw read rate per epoch, "174.521, 177.383, 174.521, 245.094, 205.993", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 195.994, MB/s
eval observed time per epoch, "5.246, 4.903, 4.525, 5.303, 5.802", "s, s, s, s, s"
eval observed time, 25.778, s
eval observed rate per epoch, "55.648, 60.137, 66.001, 54.976, 49.651", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 57.283, MB/s
eval throughput samples per second per epoch, "0.762, 0.816, 0.884, 0.754, 0.689", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.781, samples/s
eval throughput stdev samples per second, 0.065, samples/s
eval io avg, 49.998, MB/s
eval io stdev, 4.174, MB/s
