metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 31.500, GB
train size per rank, 1.312, GB
train emulated compute time per epoch, "0.969, 0.969, 0.969, 0.969, 0.969", "s, s, s, s, s"
train emulated compute time, 4.845, s
train metadata time per epoch, "4.143, 3.871, 3.931, 3.816, 3.682", "s, s, s, s, s"
train metadata time, 19.443, s
train raw read time per epoch, "6.425, 6.517, 6.395, 6.438, 6.260", "s, s, s, s, s"
train total raw read time, 32.034, s
train raw read rate per epoch, "209.190, 206.245, 210.170, 208.764, 214.708", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 209.815, MB/s
train observed time per epoch, "16.697, 15.612, 14.883, 14.111, 13.589", "s, s, s, s, s"
train observed time, 74.891, s
train observed rate per epoch, "85.452, 91.784, 96.596, 102.266, 106.500", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 96.520, MB/s
train throughput samples per second per epoch, "1.258, 1.345, 1.411, 1.488, 1.546", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 1.410, samples/s
train throughput stdev samples per second, 0.102, samples/s
train io avg, 90.213, MB/s
train io stdev, 6.519, MB/s
eval total size, 6.000, GB
eval size per rank, 256.000, MB
eval emulated compute time per epoch, "0.646, 0.646, 0.646, 0.646, 0.646", "s, s, s, s, s"
eval emulated compute time, 3.230, s
eval metadata time per epoch, "0.916, 0.834, 0.759, 1.319, 1.019", "s, s, s, s, s"
eval metadata time, 4.848, s
eval raw read time per epoch, "1.416, 1.202, 1.145, 1.068, 1.150", "s, s, s, s, s"
eval total raw read time, 5.981, s
eval raw read rate per epoch, "180.244, 212.669, 223.159, 239.372, 222.206", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 215.921, MB/s
eval observed time per epoch, "5.245, 4.797, 4.319, 5.275, 5.637", "s, s, s, s, s"
eval observed time, 25.273, s
eval observed rate per epoch, "55.658, 61.677, 69.689, 55.307, 51.295", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 58.726, MB/s
eval throughput samples per second per epoch, "0.763, 0.834, 0.927, 0.759, 0.710", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.799, samples/s
eval throughput stdev samples per second, 0.075, samples/s
eval io avg, 51.112, MB/s
eval io stdev, 4.831, MB/s
