metric, value, unit
operation, dlio,
ranks, 2,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 63.875, GB
train size per rank, 31.938, GB
train emulated compute time per epoch, "23.579, 23.579, 23.579, 23.579, 23.579", "s, s, s, s, s"
train emulated compute time, 117.895, s
train metadata time per epoch, "2.027, 1.850, 1.856, 1.871, 1.878", "s, s, s, s, s"
train metadata time, 9.483, s
train raw read time per epoch, "25.489, 19.716, 15.935, 14.221, 13.250", "s, s, s, s, s"
train total raw read time, 88.612, s
train raw read rate per epoch, "1.253, 1.619, 2.004, 2.245, 2.410", "GB/s, GB/s, GB/s, GB/s, GB/s"
train avg raw read rate, 1.906, GB/s
train observed time per epoch, "51.225, 45.378, 41.711, 39.879, 39.027", "s, s, s, s, s"
train observed time, 217.219, s
train observed rate per epoch, "1.154, 1.465, 1.761, 1.959, 2.067", "GB/s, GB/s, GB/s, GB/s, GB/s"
train avg observed rate, 1.682, GB/s
train throughput samples per second per epoch, "9.976, 11.261, 12.251, 12.814, 13.094", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 11.879, samples/s
train throughput stdev samples per second, 1.139, samples/s
train io avg, 760.257, MB/s
train io stdev, 72.927, MB/s
eval total size, 16.000, GB
eval size per rank, 8.000, GB
eval emulated compute time per epoch, "20.672, 20.672, 20.672, 20.672, 20.672", "s, s, s, s, s"
eval emulated compute time, 103.360, s
eval metadata time per epoch, "0.544, 0.534, 0.556, 0.530, 0.551", "s, s, s, s, s"
eval metadata time, 2.717, s
eval raw read time per epoch, "6.410, 4.579, 3.665, 3.415, 3.335", "s, s, s, s, s"
eval total raw read time, 21.403, s
eval raw read rate per epoch, "1.247, 1.746, 2.182, 2.342, 2.398", "GB/s, GB/s, GB/s, GB/s, GB/s"
eval avg raw read rate, 1.983, GB/s
eval observed time per epoch, "27.768, 26.109, 25.029, 24.729, 24.647", "s, s, s, s, s"
eval observed time, 128.283, s
eval observed rate per epoch, "1.127, 1.471, 1.836, 1.972, 2.012", "GB/s, GB/s, GB/s, GB/s, GB/s"
eval avg observed rate, 1.684, GB/s
eval throughput samples per second per epoch, "4.610, 4.903, 5.114, 5.176, 5.193", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 4.999, samples/s
eval throughput stdev samples per second, 0.221, samples/s
eval io avg, 319.940, MB/s
eval io stdev, 14.116, MB/s
