metric, value, unit
operation, dlio,
ranks, 120,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 472.500, GB
train size per rank, 3.938, GB
train emulated compute time per epoch, "2.907, 2.907, 2.907, 2.907, 2.907", "s, s, s, s, s"
train emulated compute time, 14.535, s
train metadata time per epoch, "19.600, 19.572, 18.904, 19.191, 19.438", "s, s, s, s, s"
train metadata time, 96.705, s
train raw read time per epoch, "26.205, 26.095, 23.570, 22.198, 22.056", "s, s, s, s, s"
train total raw read time, 120.124, s
train raw read rate per epoch, "153.863, 154.511, 171.065, 181.641, 182.803", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 168.776, MB/s
train observed time per epoch, "104.127, 106.466, 91.126, 87.451, 87.524", "s, s, s, s, s"
train observed time, 476.693, s
train observed rate per epoch, "39.834, 38.934, 45.704, 47.690, 47.649", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 43.962, MB/s
train throughput samples per second per epoch, "0.605, 0.592, 0.691, 0.720, 0.720", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 0.666, samples/s
train throughput stdev samples per second, 0.056, samples/s
train io avg, 42.603, MB/s
train io stdev, 3.589, MB/s
eval total size, 120.000, GB
eval size per rank, 1.000, GB
eval emulated compute time per epoch, "2.584, 2.584, 2.584, 2.584, 2.584", "s, s, s, s, s"
eval emulated compute time, 12.920, s
eval metadata time per epoch, "4.953, 5.058, 4.875, 4.577, 4.769", "s, s, s, s, s"
eval metadata time, 24.232, s
eval raw read time per epoch, "9.926, 11.444, 7.019, 7.001, 7.035", "s, s, s, s, s"
eval total raw read time, 42.425, s
eval raw read rate per epoch, "102.996, 88.691, 144.958, 145.912, 144.958", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 126.070, MB/s
eval observed time per epoch, "41.277, 61.361, 28.656, 30.491, 30.222", "s, s, s, s, s"
eval observed time, 192.007, s
eval observed rate per epoch, "26.465, 17.421, 39.275, 36.692, 37.050", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 31.381, MB/s
eval throughput samples per second per epoch, "0.388, 0.261, 0.558, 0.525, 0.529", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.452, samples/s
eval throughput stdev samples per second, 0.113, samples/s
eval io avg, 28.940, MB/s
eval io stdev, 7.202, MB/s
