metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 31.500, GB
train size per rank, 1.312, GB
train emulated compute time per epoch, "0.969, 0.969, 0.969, 0.969, 0.969", "s, s, s, s, s"
train emulated compute time, 4.845, s
train metadata time per epoch, "4.319, 3.449, 4.075, 3.380, 3.762", "s, s, s, s, s"
train metadata time, 18.985, s
train raw read time per epoch, "6.142, 6.688, 5.772, 6.254, 5.649", "s, s, s, s, s"
train total raw read time, 30.506, s
train raw read rate per epoch, "218.823, 200.958, 232.835, 214.886, 237.915", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 221.084, MB/s
train observed time per epoch, "17.165, 16.149, 14.970, 14.000, 13.074", "s, s, s, s, s"
train observed time, 75.358, s
train observed rate per epoch, "82.983, 88.537, 95.993, 103.135, 111.030", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 96.336, MB/s
train throughput samples per second per epoch, "1.223, 1.300, 1.403, 1.500, 1.606", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 1.407, samples/s
train throughput stdev samples per second, 0.137, samples/s
train io avg, 90.020, MB/s
train io stdev, 8.748, MB/s
eval total size, 6.000, GB
eval size per rank, 256.000, MB
eval emulated compute time per epoch, "0.646, 0.646, 0.646, 0.646, 0.646", "s, s, s, s, s"
eval emulated compute time, 3.230, s
eval metadata time per epoch, "1.429, 0.593, 0.769, 0.871, 0.772", "s, s, s, s, s"
eval metadata time, 4.434, s
eval raw read time per epoch, "1.230, 1.239, 0.863, 0.890, 0.785", "s, s, s, s, s"
eval total raw read time, 5.007, s
eval raw read rate per epoch, "207.900, 205.993, 296.592, 287.056, 325.202", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 265.024, MB/s
eval observed time per epoch, "4.949, 4.474, 3.966, 5.387, 4.643", "s, s, s, s, s"
eval observed time, 23.418, s
eval observed rate per epoch, "59.495, 66.877, 77.108, 54.002, 64.051", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 64.307, MB/s
eval throughput samples per second per epoch, "0.808, 0.894, 1.009, 0.743, 0.862", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.863, samples/s
eval throughput stdev samples per second, 0.089, samples/s
eval io avg, 55.232, MB/s
eval io stdev, 5.699, MB/s
