metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 126.000, GB
train size per rank, 5.250, GB
train emulated compute time per epoch, "3.876, 3.876, 3.876, 3.876, 3.876", "s, s, s, s, s"
train emulated compute time, 19.380, s
train metadata time per epoch, "15.928, 19.622, 19.099, 20.147, 18.966", "s, s, s, s, s"
train metadata time, 93.761, s
train raw read time per epoch, "25.294, 30.337, 27.685, 30.013, 28.792", "s, s, s, s, s"
train total raw read time, 142.121, s
train raw read rate per epoch, "212.542, 177.210, 194.185, 179.120, 186.715", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 189.954, MB/s
train observed time per epoch, "75.991, 72.495, 74.611, 75.611, 78.978", "s, s, s, s, s"
train observed time, 377.687, s
train observed rate per epoch, "74.547, 78.345, 76.002, 74.942, 71.582", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 75.083, MB/s
train throughput samples per second per epoch, "1.105, 1.159, 1.126, 1.111, 1.064", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 1.113, samples/s
train throughput stdev samples per second, 0.031, samples/s
train io avg, 71.225, MB/s
train io stdev, 1.974, MB/s
eval total size, 30.000, GB
eval size per rank, 1.250, GB
eval emulated compute time per epoch, "3.230, 3.230, 3.230, 3.230, 3.230", "s, s, s, s, s"
eval emulated compute time, 16.150, s
eval metadata time per epoch, "5.041, 4.325, 4.481, 3.985, 4.266", "s, s, s, s, s"
eval metadata time, 22.098, s
eval raw read time per epoch, "6.016, 7.771, 7.729, 7.590, 5.832", "s, s, s, s, s"
eval total raw read time, 34.939, s
eval raw read rate per epoch, "212.669, 164.031, 164.985, 167.847, 219.345", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 186.238, MB/s
eval observed time per epoch, "26.033, 25.389, 25.850, 25.910, 23.633", "s, s, s, s, s"
eval observed time, 126.814, s
eval observed rate per epoch, "56.133, 57.764, 56.588, 56.438, 62.735", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 57.932, MB/s
eval throughput samples per second per epoch, "0.768, 0.788, 0.774, 0.772, 0.846", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.790, samples/s
eval throughput stdev samples per second, 0.029, samples/s
eval io avg, 50.532, MB/s
eval io stdev, 1.862, MB/s
