metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 31.500, GB
train size per rank, 1.312, GB
train emulated compute time per epoch, "0.969, 0.969, 0.969, 0.969, 0.969", "s, s, s, s, s"
train emulated compute time, 4.845, s
train metadata time per epoch, "4.204, 4.144, 4.021, 3.797, 3.601", "s, s, s, s, s"
train metadata time, 19.766, s
train raw read time per epoch, "6.356, 6.185, 5.788, 5.966, 5.688", "s, s, s, s, s"
train total raw read time, 29.982, s
train raw read rate per epoch, "211.466, 217.304, 232.205, 225.290, 236.300", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 224.513, MB/s
train observed time per epoch, "17.262, 16.231, 15.224, 13.997, 12.973", "s, s, s, s, s"
train observed time, 75.688, s
train observed rate per epoch, "82.487, 88.059, 94.284, 103.161, 111.958", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 95.990, MB/s
train throughput samples per second per epoch, "1.217, 1.294, 1.380, 1.500, 1.619", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 1.402, samples/s
train throughput stdev samples per second, 0.144, samples/s
train io avg, 89.718, MB/s
train io stdev, 9.199, MB/s
eval total size, 6.000, GB
eval size per rank, 256.000, MB
eval emulated compute time per epoch, "0.646, 0.646, 0.646, 0.646, 0.646", "s, s, s, s, s"
eval emulated compute time, 3.230, s
eval metadata time per epoch, "1.040, 0.806, 0.668, 1.145, 0.856", "s, s, s, s, s"
eval metadata time, 4.515, s
eval raw read time per epoch, "1.485, 1.148, 0.886, 0.995, 0.877", "s, s, s, s, s"
eval total raw read time, 5.391, s
eval raw read rate per epoch, "171.661, 222.206, 288.963, 256.538, 291.824", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 246.694, MB/s
eval observed time per epoch, "5.011, 4.569, 3.889, 5.594, 4.551", "s, s, s, s, s"
eval observed time, 23.614, s
eval observed rate per epoch, "58.646, 65.256, 78.936, 51.736, 65.562", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 64.027, MB/s
eval throughput samples per second per epoch, "0.799, 0.876, 1.029, 0.716, 0.879", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.860, samples/s
eval throughput stdev samples per second, 0.104, samples/s
eval io avg, 55.022, MB/s
eval io stdev, 6.639, MB/s
