metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 31.500, GB
train size per rank, 1.312, GB
train emulated compute time per epoch, "0.969, 0.969, 0.969, 0.969, 0.969", "s, s, s, s, s"
train emulated compute time, 4.845, s
train metadata time per epoch, "4.615, 3.817, 3.840, 3.620, 3.683", "s, s, s, s, s"
train metadata time, 19.575, s
train raw read time per epoch, "5.778, 6.078, 5.829, 6.235, 5.553", "s, s, s, s, s"
train total raw read time, 29.473, s
train raw read rate per epoch, "232.600, 221.111, 230.580, 215.543, 242.044", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 228.376, MB/s
train observed time per epoch, "17.219, 16.313, 15.274, 14.152, 12.690", "s, s, s, s, s"
train observed time, 75.647, s
train observed rate per epoch, "82.707, 87.593, 93.954, 101.952, 114.669", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 96.175, MB/s
train throughput samples per second per epoch, "1.220, 1.287, 1.375, 1.484, 1.655", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 1.404, samples/s
train throughput stdev samples per second, 0.153, samples/s
train io avg, 89.864, MB/s
train io stdev, 9.823, MB/s
eval total size, 6.000, GB
eval size per rank, 256.000, MB
eval emulated compute time per epoch, "0.646, 0.646, 0.646, 0.646, 0.646", "s, s, s, s, s"
eval emulated compute time, 3.230, s
eval metadata time per epoch, "0.834, 0.902, 0.791, 1.646, 0.953", "s, s, s, s, s"
eval metadata time, 5.126, s
eval raw read time per epoch, "1.632, 0.934, 0.640, 0.834, 0.836", "s, s, s, s, s"
eval total raw read time, 4.877, s
eval raw read rate per epoch, "156.402, 273.704, 399.589, 306.129, 306.129", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 288.800, MB/s
eval observed time per epoch, "4.981, 4.649, 3.983, 5.727, 4.671", "s, s, s, s, s"
eval observed time, 24.011, s
eval observed rate per epoch, "59.055, 63.945, 76.724, 50.380, 63.604", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 62.741, MB/s
eval throughput samples per second per epoch, "0.803, 0.860, 1.004, 0.698, 0.856", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.845, samples/s
eval throughput stdev samples per second, 0.099, samples/s
eval io avg, 54.048, MB/s
eval io stdev, 6.336, MB/s
