metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 504.000, GB
train size per rank, 21.000, GB
train emulated compute time per epoch, "15.504, 15.504, 15.504, 15.504, 15.504", "s, s, s, s, s"
train emulated compute time, 77.520, s
train metadata time per epoch, "222.869, 224.617, 223.607, 225.100, 227.243", "s, s, s, s, s"
train metadata time, 1123.435, s
train raw read time per epoch, "203.914, 197.198, 211.611, 207.613, 204.633", "s, s, s, s, s"
train total raw read time, 1024.969, s
train raw read rate per epoch, "105.456, 109.047, 101.620, 103.577, 105.085", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 104.957, MB/s
train observed time per epoch, "496.093, 493.199, 496.414, 496.151, 504.108", "s, s, s, s, s"
train observed time, 2485.965, s
train observed rate per epoch, "44.744, 45.016, 44.715, 44.739, 44.011", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 44.645, MB/s
train throughput samples per second per epoch, "0.677, 0.681, 0.677, 0.677, 0.667", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 0.676, samples/s
train throughput stdev samples per second, 0.005, samples/s
train io avg, 43.253, MB/s
train io stdev, 322.739, KB/s
eval total size, 126.000, GB
eval size per rank, 5.250, GB
eval emulated compute time per epoch, "13.566, 13.566, 13.566, 13.566, 13.566", "s, s, s, s, s"
eval emulated compute time, 67.830, s
eval metadata time per epoch, "62.756, 60.440, 59.745, 60.009, 60.492", "s, s, s, s, s"
eval metadata time, 303.442, s
eval raw read time per epoch, "48.386, 50.944, 51.227, 52.428, 52.234", "s, s, s, s, s"
eval total raw read time, 255.220, s
eval raw read rate per epoch, "110.626, 104.903, 104.903, 102.043, 102.043", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 105.407, MB/s
eval observed time per epoch, "156.896, 158.749, 156.066, 158.223, 157.531", "s, s, s, s, s"
eval observed time, 787.465, s
eval observed rate per epoch, "37.508, 37.028, 37.726, 37.163, 37.342", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 37.354, MB/s
eval throughput samples per second per epoch, "0.535, 0.529, 0.538, 0.531, 0.533", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.533, samples/s
eval throughput stdev samples per second, 0.003, samples/s
eval io avg, 34.136, MB/s
eval io stdev, 210.915, KB/s
