metric, value, unit
operation, dlio,
ranks, 216,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 472.500, GB
train size per rank, 2.188, GB
train emulated compute time per epoch, "1.615, 1.615, 1.615, 1.615, 1.615", "s, s, s, s, s"
train emulated compute time, 8.075, s
train metadata time per epoch, "2.177, 2.108, 2.143, 2.067, 2.155", "s, s, s, s, s"
train metadata time, 10.649, s
train raw read time per epoch, "16.494, 16.311, 16.290, 16.359, 16.227", "s, s, s, s, s"
train total raw read time, 81.680, s
train raw read rate per epoch, "135.810, 137.331, 137.510, 136.926, 138.045", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 137.124, MB/s
train observed time per epoch, "27.569, 27.239, 27.655, 27.573, 27.296", "s, s, s, s, s"
train observed time, 137.333, s
train observed rate per epoch, "86.307, 87.416, 86.020, 86.294, 87.223", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 86.651, MB/s
train throughput samples per second per epoch, "1.270, 1.285, 1.266, 1.269, 1.282", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 1.274, samples/s
train throughput stdev samples per second, 0.008, samples/s
train io avg, 81.562, MB/s
train io stdev, 504.752, KB/s
eval total size, 108.000, GB
eval size per rank, 512.000, MB
eval emulated compute time per epoch, "1.292, 1.292, 1.292, 1.292, 1.292", "s, s, s, s, s"
eval emulated compute time, 6.460, s
eval metadata time per epoch, "0.662, 0.564, 0.601, 0.545, 0.612", "s, s, s, s, s"
eval metadata time, 2.985, s
eval raw read time per epoch, "3.387, 3.356, 3.372, 3.341, 3.389", "s, s, s, s, s"
eval total raw read time, 16.845, s
eval raw read rate per epoch, "150.680, 151.634, 151.634, 152.588, 150.680", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 151.977, MB/s
eval observed time per epoch, "11.201, 11.186, 11.028, 11.297, 10.801", "s, s, s, s, s"
eval observed time, 55.513, s
eval observed rate per epoch, "51.670, 51.748, 52.591, 51.174, 53.844", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 52.205, MB/s
eval throughput samples per second per epoch, "0.714, 0.715, 0.726, 0.709, 0.741", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.721, samples/s
eval throughput stdev samples per second, 0.011, samples/s
eval io avg, 46.146, MB/s
eval io stdev, 747.359, KB/s
