metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 31.500, GB
train size per rank, 1.312, GB
train emulated compute time per epoch, "0.969, 0.969, 0.969, 0.969, 0.969", "s, s, s, s, s"
train emulated compute time, 4.845, s
train metadata time per epoch, "4.424, 4.031, 3.895, 4.262, 4.298", "s, s, s, s, s"
train metadata time, 20.909, s
train raw read time per epoch, "5.284, 5.297, 5.548, 6.351, 5.763", "s, s, s, s, s"
train total raw read time, 28.243, s
train raw read rate per epoch, "254.328, 253.718, 242.255, 211.624, 233.216", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 239.028, MB/s
train observed time per epoch, "18.696, 15.208, 14.116, 14.419, 15.075", "s, s, s, s, s"
train observed time, 77.513, s
train observed rate per epoch, "75.816, 94.389, 102.227, 99.929, 95.279", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 93.528, MB/s
train throughput samples per second per epoch, "1.123, 1.381, 1.488, 1.456, 1.393", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 1.368, samples/s
train throughput stdev samples per second, 0.129, samples/s
train io avg, 87.567, MB/s
train io stdev, 8.237, MB/s
eval total size, 6.000, GB
eval size per rank, 256.000, MB
eval emulated compute time per epoch, "0.646, 0.646, 0.646, 0.646, 0.646", "s, s, s, s, s"
eval emulated compute time, 3.230, s
eval metadata time per epoch, "0.615, 0.871, 0.817, 0.671, 0.428", "s, s, s, s, s"
eval metadata time, 3.401, s
eval raw read time per epoch, "0.982, 0.891, 1.380, 1.012, 0.998", "s, s, s, s, s"
eval total raw read time, 5.262, s
eval raw read rate per epoch, "260.353, 287.056, 185.013, 252.724, 255.584", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 248.634, MB/s
eval observed time per epoch, "4.208, 3.921, 4.612, 3.879, 3.801", "s, s, s, s, s"
eval observed time, 20.423, s
eval observed rate per epoch, "71.862, 78.162, 64.542, 79.172, 81.128", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 74.974, MB/s
eval throughput samples per second per epoch, "0.950, 1.020, 0.867, 1.031, 1.052", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.984, samples/s
eval throughput stdev samples per second, 0.068, samples/s
eval io avg, 62.990, MB/s
eval io stdev, 4.334, MB/s
