metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 31.500, GB
train size per rank, 1.312, GB
train emulated compute time per epoch, "0.969, 0.969, 0.969, 0.969, 0.969", "s, s, s, s, s"
train emulated compute time, 4.845, s
train metadata time per epoch, "4.122, 3.262, 3.971, 3.904, 3.937", "s, s, s, s, s"
train metadata time, 19.195, s
train raw read time per epoch, "5.679, 6.051, 5.727, 6.061, 5.756", "s, s, s, s, s"
train total raw read time, 29.273, s
train raw read rate per epoch, "236.674, 222.126, 234.694, 221.739, 233.477", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 229.742, MB/s
train observed time per epoch, "18.606, 15.198, 14.257, 14.384, 14.975", "s, s, s, s, s"
train observed time, 77.420, s
train observed rate per epoch, "76.201, 94.456, 101.145, 100.186, 95.957", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 93.589, MB/s
train throughput samples per second per epoch, "1.129, 1.382, 1.473, 1.460, 1.402", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 1.369, samples/s
train throughput stdev samples per second, 0.125, samples/s
train io avg, 87.629, MB/s
train io stdev, 8.001, MB/s
eval total size, 6.000, GB
eval size per rank, 256.000, MB
eval emulated compute time per epoch, "0.646, 0.646, 0.646, 0.646, 0.646", "s, s, s, s, s"
eval emulated compute time, 3.230, s
eval metadata time per epoch, "0.723, 0.624, 0.716, 0.632, 0.597", "s, s, s, s, s"
eval metadata time, 3.291, s
eval raw read time per epoch, "0.845, 1.017, 0.972, 1.011, 0.924", "s, s, s, s, s"
eval total raw read time, 4.770, s
eval raw read rate per epoch, "302.314, 250.815, 263.214, 252.724, 276.565", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 269.634, MB/s
eval observed time per epoch, "4.186, 3.965, 4.737, 3.869, 4.140", "s, s, s, s, s"
eval observed time, 20.897, s
eval observed rate per epoch, "72.316, 77.127, 62.576, 79.437, 73.268", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 72.944, MB/s
eval throughput samples per second per epoch, "0.956, 1.010, 0.845, 1.035, 0.967", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.963, samples/s
eval throughput stdev samples per second, 0.065, samples/s
eval io avg, 61.607, MB/s
eval io stdev, 4.179, MB/s
