metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 504.000, GB
train size per rank, 21.000, GB
train emulated compute time per epoch, "15.504, 15.504, 15.504, 15.504, 15.504", "s, s, s, s, s"
train emulated compute time, 77.520, s
train metadata time per epoch, "89.484, 90.206, 90.412, 92.908, 93.351", "s, s, s, s, s"
train metadata time, 456.361, s
train raw read time per epoch, "142.873, 149.745, 150.021, 148.370, 152.974", "s, s, s, s, s"
train total raw read time, 743.982, s
train raw read rate per epoch, "150.511, 143.604, 143.340, 144.935, 140.572", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 144.592, MB/s
train observed time per epoch, "317.472, 317.839, 318.596, 317.034, 318.697", "s, s, s, s, s"
train observed time, 1589.638, s
train observed rate per epoch, "71.213, 71.126, 70.948, 71.315, 70.925", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 71.105, MB/s
train throughput samples per second per epoch, "1.058, 1.057, 1.055, 1.060, 1.054", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 1.057, samples/s
train throughput stdev samples per second, 0.002, samples/s
train io avg, 67.638, MB/s
train io stdev, 139.581, KB/s
eval total size, 126.000, GB
eval size per rank, 5.250, GB
eval emulated compute time per epoch, "13.566, 13.566, 13.566, 13.566, 13.566", "s, s, s, s, s"
eval emulated compute time, 67.830, s
eval metadata time per epoch, "23.248, 21.889, 23.387, 21.114, 23.477", "s, s, s, s, s"
eval metadata time, 113.114, s
eval raw read time per epoch, "32.849, 35.721, 32.400, 32.585, 34.174", "s, s, s, s, s"
eval total raw read time, 167.729, s
eval raw read rate per epoch, "163.078, 149.727, 164.985, 164.031, 156.402", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 160.476, MB/s
eval observed time per epoch, "112.129, 112.896, 113.052, 111.386, 112.082", "s, s, s, s, s"
eval observed time, 561.546, s
eval observed rate per epoch, "54.543, 54.122, 54.037, 54.958, 54.569", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 54.446, MB/s
eval throughput samples per second per epoch, "0.749, 0.744, 0.743, 0.754, 0.749", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.748, samples/s
eval throughput stdev samples per second, 0.004, samples/s
eval io avg, 47.869, MB/s
eval io stdev, 264.539, KB/s
