metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 504.000, GB
train size per rank, 21.000, GB
train emulated compute time per epoch, "15.504, 15.504, 15.504, 15.504, 15.504", "s, s, s, s, s"
train emulated compute time, 77.520, s
train metadata time per epoch, "140.302, 129.953, 129.377, 115.057, 126.588", "s, s, s, s, s"
train metadata time, 641.276, s
train raw read time per epoch, "255.272, 218.071, 227.152, 216.202, 192.243", "s, s, s, s, s"
train total raw read time, 1108.940, s
train raw read rate per epoch, "84.239, 98.609, 94.667, 99.462, 111.858", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 97.768, MB/s
train observed time per epoch, "993.181, 870.729, 900.661, 876.548, 619.187", "s, s, s, s, s"
train observed time, 4260.306, s
train observed rate per epoch, "21.994, 25.144, 24.294, 24.974, 35.621", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 26.405, MB/s
train throughput samples per second per epoch, "0.338, 0.386, 0.373, 0.383, 0.543", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 0.405, samples/s
train throughput stdev samples per second, 0.071, samples/s
train io avg, 25.896, MB/s
train io stdev, 4.548, MB/s
eval total size, 126.000, GB
eval size per rank, 5.250, GB
eval emulated compute time per epoch, "13.566, 13.566, 13.566, 13.566, 13.566", "s, s, s, s, s"
eval emulated compute time, 67.830, s
eval metadata time per epoch, "29.154, 27.925, 28.682, 30.475, 30.431", "s, s, s, s, s"
eval metadata time, 146.667, s
eval raw read time per epoch, "47.672, 51.682, 49.024, 43.972, 46.336", "s, s, s, s, s"
eval total raw read time, 238.685, s
eval raw read rate per epoch, "112.533, 103.950, 108.719, 122.070, 115.395", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 112.947, MB/s
eval observed time per epoch, "271.994, 328.685, 218.983, 191.244, 176.173", "s, s, s, s, s"
eval observed time, 1187.080, s
eval observed rate per epoch, "20.802, 17.060, 26.171, 30.257, 33.061", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 25.470, MB/s
eval throughput samples per second per epoch, "0.309, 0.256, 0.384, 0.439, 0.477", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.373, samples/s
eval throughput stdev samples per second, 0.081, samples/s
eval io avg, 23.859, MB/s
eval io stdev, 5.213, MB/s
