metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 31.500, GB
train size per rank, 1.312, GB
train emulated compute time per epoch, "0.969, 0.969, 0.969, 0.969, 0.969", "s, s, s, s, s"
train emulated compute time, 4.845, s
train metadata time per epoch, "4.533, 4.260, 4.533, 5.382, 4.970", "s, s, s, s, s"
train metadata time, 23.678, s
train raw read time per epoch, "6.802, 6.013, 6.088, 4.985, 5.575", "s, s, s, s, s"
train total raw read time, 29.463, s
train raw read rate per epoch, "197.602, 223.529, 220.745, 269.628, 241.057", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 230.512, MB/s
train observed time per epoch, "24.576, 17.539, 17.688, 14.259, 18.541", "s, s, s, s, s"
train observed time, 92.603, s
train observed rate per epoch, "56.933, 81.111, 80.388, 101.125, 76.485", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 79.208, MB/s
train throughput samples per second per epoch, "0.855, 1.197, 1.187, 1.473, 1.133", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 1.169, samples/s
train throughput stdev samples per second, 0.197, samples/s
train io avg, 74.809, MB/s
train io stdev, 12.594, MB/s
eval total size, 6.000, GB
eval size per rank, 256.000, MB
eval emulated compute time per epoch, "0.646, 0.646, 0.646, 0.646, 0.646", "s, s, s, s, s"
eval emulated compute time, 3.230, s
eval metadata time per epoch, "1.256, 0.710, 1.048, 1.198, 0.954", "s, s, s, s, s"
eval metadata time, 5.166, s
eval raw read time per epoch, "1.234, 0.747, 0.726, 0.790, 1.826", "s, s, s, s, s"
eval total raw read time, 5.322, s
eval raw read rate per epoch, "206.947, 342.368, 351.905, 323.295, 140.189", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 273.475, MB/s
eval observed time per epoch, "5.179, 4.726, 5.158, 5.985, 5.270", "s, s, s, s, s"
eval observed time, 26.319, s
eval observed rate per epoch, "56.468, 62.745, 56.732, 47.950, 55.362", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 55.852, MB/s
eval throughput samples per second per epoch, "0.772, 0.846, 0.775, 0.668, 0.759", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.764, samples/s
eval throughput stdev samples per second, 0.057, samples/s
eval io avg, 48.914, MB/s
eval io stdev, 3.638, MB/s
