metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 126.000, GB
train size per rank, 5.250, GB
train emulated compute time per epoch, "3.876, 3.876, 3.876, 3.876, 3.876", "s, s, s, s, s"
train emulated compute time, 19.380, s
train metadata time per epoch, "28.880, 28.539, 30.402, 28.949, 30.461", "s, s, s, s, s"
train metadata time, 147.231, s
train raw read time per epoch, "26.372, 29.350, 28.190, 29.318, 29.626", "s, s, s, s, s"
train total raw read time, 142.855, s
train raw read rate per epoch, "203.850, 183.169, 190.708, 183.371, 181.464", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 188.513, MB/s
train observed time per epoch, "91.958, 100.576, 130.700, 130.763, 122.760", "s, s, s, s, s"
train observed time, 576.757, s
train observed rate per epoch, "61.033, 55.594, 42.389, 42.368, 45.220", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 49.321, MB/s
train throughput samples per second per epoch, "0.913, 0.835, 0.643, 0.642, 0.684", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 0.744, samples/s
train throughput stdev samples per second, 0.111, samples/s
train io avg, 47.590, MB/s
train io stdev, 7.079, MB/s
eval total size, 30.000, GB
eval size per rank, 1.250, GB
eval emulated compute time per epoch, "3.230, 3.230, 3.230, 3.230, 3.230", "s, s, s, s, s"
eval emulated compute time, 16.150, s
eval metadata time per epoch, "6.912, 6.730, 7.050, 6.725, 6.562", "s, s, s, s, s"
eval metadata time, 33.980, s
eval raw read time per epoch, "8.805, 9.176, 7.964, 9.921, 8.896", "s, s, s, s, s"
eval total raw read time, 44.762, s
eval raw read rate per epoch, "144.958, 139.236, 160.217, 128.745, 143.051", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 143.697, MB/s
eval observed time per epoch, "41.814, 48.934, 29.399, 40.102, 27.329", "s, s, s, s, s"
eval observed time, 187.578, s
eval observed rate per epoch, "33.174, 28.006, 48.911, 34.715, 53.113", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 39.584, MB/s
eval throughput samples per second per epoch, "0.478, 0.409, 0.680, 0.499, 0.732", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.560, samples/s
eval throughput stdev samples per second, 0.124, samples/s
eval io avg, 35.812, MB/s
eval io stdev, 7.958, MB/s
