metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 31.500, GB
train size per rank, 1.312, GB
train emulated compute time per epoch, "0.969, 0.969, 0.969, 0.969, 0.969", "s, s, s, s, s"
train emulated compute time, 4.845, s
train metadata time per epoch, "4.517, 4.189, 4.006, 4.382, 3.844", "s, s, s, s, s"
train metadata time, 20.939, s
train raw read time per epoch, "5.390, 5.999, 5.736, 5.671, 6.009", "s, s, s, s, s"
train total raw read time, 28.805, s
train raw read rate per epoch, "249.372, 224.047, 234.295, 236.994, 223.658", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 233.673, MB/s
train observed time per epoch, "17.136, 14.666, 13.025, 14.654, 14.735", "s, s, s, s, s"
train observed time, 74.216, s
train observed rate per epoch, "83.130, 98.127, 111.482, 98.208, 97.630", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 97.715, MB/s
train throughput samples per second per epoch, "1.226, 1.432, 1.613, 1.433, 1.425", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 1.426, samples/s
train throughput stdev samples per second, 0.123, samples/s
train io avg, 91.243, MB/s
train io stdev, 7.843, MB/s
eval total size, 6.000, GB
eval size per rank, 256.000, MB
eval emulated compute time per epoch, "0.646, 0.646, 0.646, 0.646, 0.646", "s, s, s, s, s"
eval emulated compute time, 3.230, s
eval metadata time per epoch, "0.858, 0.765, 0.772, 0.646, 1.043", "s, s, s, s, s"
eval metadata time, 4.084, s
eval raw read time per epoch, "1.532, 1.001, 0.919, 0.833, 1.149", "s, s, s, s, s"
eval total raw read time, 5.434, s
eval raw read rate per epoch, "166.893, 255.584, 278.473, 307.083, 222.206", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 246.308, MB/s
eval observed time per epoch, "5.870, 4.268, 4.798, 3.486, 5.394", "s, s, s, s, s"
eval observed time, 23.815, s
eval observed rate per epoch, "49.003, 70.688, 61.651, 90.145, 53.923", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 65.082, MB/s
eval throughput samples per second per epoch, "0.682, 0.939, 0.834, 1.150, 0.742", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.869, samples/s
eval throughput stdev samples per second, 0.165, samples/s
eval io avg, 55.641, MB/s
eval io stdev, 10.561, MB/s
