metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 31.500, GB
train size per rank, 1.312, GB
train emulated compute time per epoch, "0.969, 0.969, 0.969, 0.969, 0.969", "s, s, s, s, s"
train emulated compute time, 4.845, s
train metadata time per epoch, "4.201, 3.981, 3.946, 4.867, 4.095", "s, s, s, s, s"
train metadata time, 21.090, s
train raw read time per epoch, "5.503, 6.169, 5.234, 5.131, 5.271", "s, s, s, s, s"
train total raw read time, 27.308, s
train raw read rate per epoch, "244.225, 217.860, 256.771, 261.956, 254.970", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 247.156, MB/s
train observed time per epoch, "17.273, 14.825, 12.646, 14.584, 14.786", "s, s, s, s, s"
train observed time, 74.114, s
train observed rate per epoch, "82.433, 96.997, 115.094, 98.713, 97.272", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 98.102, MB/s
train throughput samples per second per epoch, "1.216, 1.417, 1.661, 1.440, 1.420", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 1.431, samples/s
train throughput stdev samples per second, 0.141, samples/s
train io avg, 91.559, MB/s
train io stdev, 9.024, MB/s
eval total size, 6.000, GB
eval size per rank, 256.000, MB
eval emulated compute time per epoch, "0.646, 0.646, 0.646, 0.646, 0.646", "s, s, s, s, s"
eval emulated compute time, 3.230, s
eval metadata time per epoch, "0.880, 0.994, 0.818, 0.629, 1.461", "s, s, s, s, s"
eval metadata time, 4.782, s
eval raw read time per epoch, "1.028, 0.825, 0.854, 0.764, 0.781", "s, s, s, s, s"
eval total raw read time, 4.251, s
eval raw read rate per epoch, "248.908, 309.943, 299.453, 334.739, 327.109", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 304.469, MB/s
eval observed time per epoch, "5.717, 4.504, 4.817, 3.128, 5.304", "s, s, s, s, s"
eval observed time, 23.469, s
eval observed rate per epoch, "50.485, 66.357, 61.380, 103.146, 54.959", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 67.266, MB/s
eval throughput samples per second per epoch, "0.700, 0.888, 0.830, 1.279, 0.754", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.890, samples/s
eval throughput stdev samples per second, 0.205, samples/s
eval io avg, 56.976, MB/s
eval io stdev, 13.097, MB/s
