metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 31.500, GB
train size per rank, 1.312, GB
train emulated compute time per epoch, "0.969, 0.969, 0.969, 0.969, 0.969", "s, s, s, s, s"
train emulated compute time, 4.845, s
train metadata time per epoch, "6.467, 8.163, 7.452, 7.780, 6.778", "s, s, s, s, s"
train metadata time, 36.640, s
train raw read time per epoch, "8.078, 7.157, 5.780, 7.441, 6.342", "s, s, s, s, s"
train total raw read time, 34.798, s
train raw read rate per epoch, "166.370, 187.778, 232.507, 180.629, 211.932", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 195.843, MB/s
train observed time per epoch, "26.322, 24.518, 35.638, 22.272, 46.659", "s, s, s, s, s"
train observed time, 155.408, s
train observed rate per epoch, "53.011, 57.073, 38.767, 63.089, 29.415", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 48.271, MB/s
train throughput samples per second per epoch, "0.798, 0.857, 0.589, 0.943, 0.450", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 0.727, samples/s
train throughput stdev samples per second, 0.181, samples/s
train io avg, 46.548, MB/s
train io stdev, 11.593, MB/s
eval total size, 6.000, GB
eval size per rank, 256.000, MB
eval emulated compute time per epoch, "0.646, 0.646, 0.646, 0.646, 0.646", "s, s, s, s, s"
eval emulated compute time, 3.230, s
eval metadata time per epoch, "1.020, 1.275, 1.274, 1.093, 1.942", "s, s, s, s, s"
eval metadata time, 6.603, s
eval raw read time per epoch, "2.553, 1.245, 0.804, 1.355, 1.866", "s, s, s, s, s"
eval total raw read time, 7.823, s
eval raw read rate per epoch, "100.136, 205.039, 317.573, 188.827, 136.375", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 190.058, MB/s
eval observed time per epoch, "6.701, 6.158, 5.506, 5.037, 5.965", "s, s, s, s, s"
eval observed time, 29.368, s
eval observed rate per epoch, "42.279, 46.441, 52.675, 58.294, 48.125", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 49.562, MB/s
eval throughput samples per second per epoch, "0.597, 0.650, 0.726, 0.794, 0.671", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.688, samples/s
eval throughput stdev samples per second, 0.068, samples/s
eval io avg, 44.000, MB/s
eval io stdev, 4.321, MB/s
