metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 504.000, GB
train size per rank, 21.000, GB
train emulated compute time per epoch, "15.504, 15.504, 15.504, 15.504, 15.504", "s, s, s, s, s"
train emulated compute time, 77.520, s
train metadata time per epoch, "138.299, 121.721, 132.158, 127.163, 129.183", "s, s, s, s, s"
train metadata time, 648.526, s
train raw read time per epoch, "323.635, 264.150, 260.985, 251.288, 256.455", "s, s, s, s, s"
train total raw read time, 1356.514, s
train raw read rate per epoch, "66.444, 81.408, 82.395, 85.574, 83.851", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 79.935, MB/s
train observed time per epoch, "1212.088, 1130.654, 1142.101, 1028.211, 1072.607", "s, s, s, s, s"
train observed time, 5585.662, s
train observed rate per epoch, "17.971, 19.283, 19.087, 21.233, 20.342", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 19.583, MB/s
train throughput samples per second per epoch, "0.277, 0.297, 0.294, 0.327, 0.313", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 0.302, samples/s
train throughput stdev samples per second, 0.017, samples/s
train io avg, 19.310, MB/s
train io stdev, 1.085, MB/s
eval total size, 126.000, GB
eval size per rank, 5.250, GB
eval emulated compute time per epoch, "13.566, 13.566, 13.566, 13.566, 13.566", "s, s, s, s, s"
eval emulated compute time, 67.830, s
eval metadata time per epoch, "32.521, 31.822, 35.732, 30.921, 33.300", "s, s, s, s, s"
eval metadata time, 164.297, s
eval raw read time per epoch, "72.541, 72.325, 72.142, 56.444, 76.227", "s, s, s, s, s"
eval total raw read time, 349.680, s
eval raw read rate per epoch, "73.433, 73.433, 74.386, 94.413, 69.618", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 77.746, MB/s
eval observed time per epoch, "382.691, 336.242, 305.058, 303.302, 329.287", "s, s, s, s, s"
eval observed time, 1656.580, s
eval observed rate per epoch, "14.563, 16.660, 18.442, 18.555, 17.027", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 17.050, MB/s
eval throughput samples per second per epoch, "0.219, 0.250, 0.275, 0.277, 0.255", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.255, samples/s
eval throughput stdev samples per second, 0.021, samples/s
eval io avg, 16.342, MB/s
eval io stdev, 1.337, MB/s
