metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 126.000, GB
train size per rank, 5.250, GB
train emulated compute time per epoch, "3.876, 3.876, 3.876, 3.876, 3.876", "s, s, s, s, s"
train emulated compute time, 19.380, s
train metadata time per epoch, "23.548, 23.746, 23.790, 23.207, 23.178", "s, s, s, s, s"
train metadata time, 117.470, s
train raw read time per epoch, "29.854, 29.932, 30.132, 30.040, 28.649", "s, s, s, s, s"
train total raw read time, 148.607, s
train raw read rate per epoch, "180.075, 179.608, 178.416, 178.962, 187.648", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 180.942, MB/s
train observed time per epoch, "153.850, 146.679, 143.477, 139.337, 119.765", "s, s, s, s, s"
train observed time, 703.109, s
train observed rate per epoch, "35.846, 37.646, 38.510, 39.687, 46.389", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 39.615, MB/s
train throughput samples per second per epoch, "0.546, 0.573, 0.585, 0.603, 0.701", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 0.602, samples/s
train throughput stdev samples per second, 0.053, samples/s
train io avg, 38.507, MB/s
train io stdev, 3.403, MB/s
eval total size, 30.000, GB
eval size per rank, 1.250, GB
eval emulated compute time per epoch, "3.230, 3.230, 3.230, 3.230, 3.230", "s, s, s, s, s"
eval emulated compute time, 16.150, s
eval metadata time per epoch, "5.694, 5.281, 5.921, 5.842, 6.060", "s, s, s, s, s"
eval metadata time, 28.799, s
eval raw read time per epoch, "8.455, 8.193, 8.393, 9.698, 9.372", "s, s, s, s, s"
eval total raw read time, 44.110, s
eval raw read rate per epoch, "150.680, 155.448, 151.634, 131.606, 136.375", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 145.742, MB/s
eval observed time per epoch, "41.128, 29.297, 30.622, 62.774, 47.481", "s, s, s, s, s"
eval observed time, 211.303, s
eval observed rate per epoch, "33.774, 49.104, 46.728, 21.496, 28.925", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 36.006, MB/s
eval throughput samples per second per epoch, "0.486, 0.683, 0.653, 0.319, 0.421", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.512, samples/s
eval throughput stdev samples per second, 0.138, samples/s
eval io avg, 32.792, MB/s
eval io stdev, 8.838, MB/s
