metric, value, unit
operation, dlio,
ranks, 72,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 504.000, GB
train size per rank, 7.000, GB
train emulated compute time per epoch, "5.168, 5.168, 5.168, 5.168, 5.168", "s, s, s, s, s"
train emulated compute time, 25.840, s
train metadata time per epoch, "52.257, 53.020, 54.073, 52.836, 54.658", "s, s, s, s, s"
train metadata time, 266.844, s
train raw read time per epoch, "64.641, 73.986, 75.350, 76.751, 74.938", "s, s, s, s, s"
train total raw read time, 365.665, s
train raw read rate per epoch, "110.889, 96.883, 95.130, 93.393, 95.652", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 98.390, MB/s
train observed time per epoch, "285.086, 382.010, 358.771, 388.185, 339.453", "s, s, s, s, s"
train observed time, 1753.505, s
train observed rate per epoch, "25.607, 19.021, 20.271, 18.714, 21.442", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 21.011, MB/s
train throughput samples per second per epoch, "0.393, 0.293, 0.312, 0.289, 0.330", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 0.323, samples/s
train throughput stdev samples per second, 0.038, samples/s
train io avg, 20.693, MB/s
train io stdev, 2.415, MB/s
eval total size, 126.000, GB
eval size per rank, 1.750, GB
eval emulated compute time per epoch, "4.522, 4.522, 4.522, 4.522, 4.522", "s, s, s, s, s"
eval emulated compute time, 22.610, s
eval metadata time per epoch, "12.363, 12.792, 13.012, 12.831, 12.748", "s, s, s, s, s"
eval metadata time, 63.747, s
eval raw read time per epoch, "20.523, 20.980, 21.634, 21.764, 22.628", "s, s, s, s, s"
eval total raw read time, 107.529, s
eval raw read rate per epoch, "86.784, 84.877, 82.016, 82.016, 79.154", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 83.418, MB/s
eval observed time per epoch, "178.671, 136.933, 134.212, 149.300, 175.188", "s, s, s, s, s"
eval observed time, 774.304, s
eval observed rate per epoch, "10.289, 13.533, 13.817, 12.377, 10.500", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 12.104, MB/s
eval throughput samples per second per epoch, "0.157, 0.204, 0.209, 0.188, 0.160", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.183, samples/s
eval throughput stdev samples per second, 0.022, samples/s
eval io avg, 11.739, MB/s
eval io stdev, 1.392, MB/s
