metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 504.000, GB
train size per rank, 21.000, GB
train emulated compute time per epoch, "15.504, 15.504, 15.504, 15.504, 15.504", "s, s, s, s, s"
train emulated compute time, 77.520, s
train metadata time per epoch, "215.241, 219.619, 217.615, 218.003, 223.124", "s, s, s, s, s"
train metadata time, 1093.602, s
train raw read time per epoch, "211.604, 197.089, 206.482, 210.815, 204.468", "s, s, s, s, s"
train total raw read time, 1030.458, s
train raw read rate per epoch, "101.623, 109.107, 104.145, 102.004, 105.170", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 104.410, MB/s
train observed time per epoch, "496.084, 493.024, 496.327, 495.965, 504.134", "s, s, s, s, s"
train observed time, 2485.533, s
train observed rate per epoch, "44.745, 45.032, 44.723, 44.757, 44.009", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 44.653, MB/s
train throughput samples per second per epoch, "0.677, 0.682, 0.677, 0.677, 0.666", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 0.676, samples/s
train throughput stdev samples per second, 0.005, samples/s
train io avg, 43.260, MB/s
train io stdev, 328.434, KB/s
eval total size, 126.000, GB
eval size per rank, 5.250, GB
eval emulated compute time per epoch, "13.566, 13.566, 13.566, 13.566, 13.566", "s, s, s, s, s"
eval emulated compute time, 67.830, s
eval metadata time per epoch, "53.745, 54.211, 52.933, 52.055, 53.355", "s, s, s, s, s"
eval metadata time, 266.299, s
eval raw read time per epoch, "55.621, 55.181, 57.718, 58.891, 55.262", "s, s, s, s, s"
eval total raw read time, 282.673, s
eval raw read rate per epoch, "96.320, 97.274, 92.506, 90.599, 97.274", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 95.157, MB/s
eval observed time per epoch, "156.603, 158.630, 156.032, 158.038, 157.333", "s, s, s, s, s"
eval observed time, 786.637, s
eval observed rate per epoch, "37.584, 37.059, 37.734, 37.211, 37.394", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 37.396, MB/s
eval throughput samples per second per epoch, "0.536, 0.530, 0.538, 0.532, 0.534", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.534, samples/s
eval throughput stdev samples per second, 0.003, samples/s
eval io avg, 34.172, MB/s
eval io stdev, 208.745, KB/s
