metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 126.000, GB
train size per rank, 5.250, GB
train emulated compute time per epoch, "3.876, 3.876, 3.876, 3.876, 3.876", "s, s, s, s, s"
train emulated compute time, 19.380, s
train metadata time per epoch, "34.501, 36.132, 35.446, 34.506, 36.909", "s, s, s, s, s"
train metadata time, 177.493, s
train raw read time per epoch, "55.959, 50.339, 48.363, 51.664, 54.193", "s, s, s, s, s"
train total raw read time, 260.517, s
train raw read rate per epoch, "96.070, 106.796, 111.159, 104.057, 99.200", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 103.457, MB/s
train observed time per epoch, "127.701, 141.620, 125.127, 138.126, 125.888", "s, s, s, s, s"
train observed time, 658.463, s
train observed rate per epoch, "43.416, 39.028, 44.337, 40.044, 44.061", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 42.177, MB/s
train throughput samples per second per epoch, "0.658, 0.593, 0.671, 0.608, 0.667", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 0.640, samples/s
train throughput stdev samples per second, 0.032, samples/s
train io avg, 40.930, MB/s
train io stdev, 2.073, MB/s
eval total size, 30.000, GB
eval size per rank, 1.250, GB
eval emulated compute time per epoch, "3.230, 3.230, 3.230, 3.230, 3.230", "s, s, s, s, s"
eval emulated compute time, 16.150, s
eval metadata time per epoch, "7.744, 7.839, 7.881, 7.518, 7.990", "s, s, s, s, s"
eval metadata time, 38.972, s
eval raw read time per epoch, "14.631, 14.552, 13.381, 14.562, 14.062", "s, s, s, s, s"
eval total raw read time, 71.188, s
eval raw read rate per epoch, "86.784, 87.737, 95.367, 87.737, 90.599", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 90.006, MB/s
eval observed time per epoch, "55.793, 50.019, 38.178, 41.318, 39.020", "s, s, s, s, s"
eval observed time, 224.328, s
eval observed rate per epoch, "24.352, 27.356, 36.625, 33.605, 35.764", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 31.541, MB/s
eval throughput samples per second per epoch, "0.358, 0.400, 0.524, 0.484, 0.513", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.456, samples/s
eval throughput stdev samples per second, 0.065, samples/s
eval io avg, 29.168, MB/s
eval io stdev, 4.173, MB/s
