metric, value, unit
operation, dlio,
ranks, 72,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 504.000, GB
train size per rank, 7.000, GB
train emulated compute time per epoch, "5.168, 5.168, 5.168, 5.168, 5.168", "s, s, s, s, s"
train emulated compute time, 25.840, s
train metadata time per epoch, "33.686, 36.173, 36.379, 36.475, 36.542", "s, s, s, s, s"
train metadata time, 179.255, s
train raw read time per epoch, "38.881, 45.503, 45.967, 42.913, 50.046", "s, s, s, s, s"
train total raw read time, 223.309, s
train raw read rate per epoch, "184.359, 157.526, 155.938, 167.036, 143.228", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 161.617, MB/s
train observed time per epoch, "136.519, 133.249, 130.933, 137.254, 137.050", "s, s, s, s, s"
train observed time, 675.006, s
train observed rate per epoch, "54.570, 55.964, 56.995, 54.267, 54.351", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 55.229, MB/s
train throughput samples per second per epoch, "0.820, 0.841, 0.855, 0.816, 0.817", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 0.830, samples/s
train throughput stdev samples per second, 0.016, samples/s
train io avg, 53.113, MB/s
train io stdev, 1018.435, KB/s
eval total size, 126.000, GB
eval size per rank, 1.750, GB
eval emulated compute time per epoch, "4.522, 4.522, 4.522, 4.522, 4.522", "s, s, s, s, s"
eval emulated compute time, 22.610, s
eval metadata time per epoch, "8.136, 8.733, 9.836, 9.530, 9.100", "s, s, s, s, s"
eval metadata time, 45.335, s
eval raw read time per epoch, "12.549, 11.258, 13.604, 12.738, 13.042", "s, s, s, s, s"
eval total raw read time, 63.190, s
eval raw read rate per epoch, "142.097, 158.310, 131.606, 140.189, 137.329", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 142.358, MB/s
eval observed time per epoch, "50.368, 49.811, 50.507, 51.306, 52.155", "s, s, s, s, s"
eval observed time, 254.146, s
eval observed rate per epoch, "39.087, 39.567, 38.969, 38.304, 37.620", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 38.710, MB/s
eval throughput samples per second per epoch, "0.556, 0.562, 0.554, 0.546, 0.537", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.551, samples/s
eval throughput stdev samples per second, 0.009, samples/s
eval io avg, 35.264, MB/s
eval io stdev, 576.406, KB/s
