metric, value, unit
operation, dlio,
ranks, 72,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 504.000, GB
train size per rank, 7.000, GB
train emulated compute time per epoch, "5.168, 5.168, 5.168, 5.168, 5.168", "s, s, s, s, s"
train emulated compute time, 25.840, s
train metadata time per epoch, "34.489, 36.077, 35.778, 36.883, 36.183", "s, s, s, s, s"
train metadata time, 179.410, s
train raw read time per epoch, "40.751, 49.308, 49.599, 49.394, 50.328", "s, s, s, s, s"
train total raw read time, 239.380, s
train raw read rate per epoch, "175.896, 145.371, 144.520, 145.117, 142.426", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 150.666, MB/s
train observed time per epoch, "136.300, 133.187, 130.685, 137.106, 136.865", "s, s, s, s, s"
train observed time, 674.144, s
train observed rate per epoch, "54.662, 55.991, 57.107, 54.328, 54.428", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 55.303, MB/s
train throughput samples per second per epoch, "0.822, 0.841, 0.857, 0.817, 0.818", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 0.831, samples/s
train throughput stdev samples per second, 0.016, samples/s
train io avg, 53.182, MB/s
train io stdev, 1.000, MB/s
eval total size, 126.000, GB
eval size per rank, 1.750, GB
eval emulated compute time per epoch, "4.522, 4.522, 4.522, 4.522, 4.522", "s, s, s, s, s"
eval emulated compute time, 22.610, s
eval metadata time per epoch, "8.726, 8.442, 8.574, 8.810, 8.707", "s, s, s, s, s"
eval metadata time, 43.260, s
eval raw read time per epoch, "12.995, 13.510, 13.940, 13.714, 14.253", "s, s, s, s, s"
eval total raw read time, 68.412, s
eval raw read rate per epoch, "137.329, 132.561, 127.792, 130.653, 124.931", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 131.097, MB/s
eval observed time per epoch, "50.532, 49.817, 50.770, 51.516, 52.116", "s, s, s, s, s"
eval observed time, 254.751, s
eval observed rate per epoch, "38.947, 39.562, 38.747, 38.132, 37.651", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 38.608, MB/s
eval throughput samples per second per epoch, "0.554, 0.562, 0.552, 0.544, 0.537", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.550, samples/s
eval throughput stdev samples per second, 0.009, samples/s
eval io avg, 35.180, MB/s
eval io stdev, 562.618, KB/s
