metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 126.000, GB
train size per rank, 5.250, GB
train emulated compute time per epoch, "3.876, 3.876, 3.876, 3.876, 3.876", "s, s, s, s, s"
train emulated compute time, 19.380, s
train metadata time per epoch, "16.740, 19.073, 19.202, 19.661, 19.762", "s, s, s, s, s"
train metadata time, 94.437, s
train raw read time per epoch, "25.464, 30.319, 29.880, 30.779, 31.711", "s, s, s, s, s"
train total raw read time, 148.154, s
train raw read rate per epoch, "211.120, 177.315, 179.918, 174.662, 169.529", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 182.509, MB/s
train observed time per epoch, "75.967, 72.473, 74.345, 75.819, 79.009", "s, s, s, s, s"
train observed time, 377.614, s
train observed rate per epoch, "74.572, 78.370, 76.288, 74.726, 71.553", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 75.102, MB/s
train throughput samples per second per epoch, "1.106, 1.159, 1.130, 1.108, 1.063", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 1.113, samples/s
train throughput stdev samples per second, 0.032, samples/s
train io avg, 71.241, MB/s
train io stdev, 2.017, MB/s
eval total size, 30.000, GB
eval size per rank, 1.250, GB
eval emulated compute time per epoch, "3.230, 3.230, 3.230, 3.230, 3.230", "s, s, s, s, s"
eval emulated compute time, 16.150, s
eval metadata time per epoch, "4.645, 4.466, 4.725, 4.241, 4.495", "s, s, s, s, s"
eval metadata time, 22.573, s
eval raw read time per epoch, "6.990, 7.225, 7.554, 6.731, 5.803", "s, s, s, s, s"
eval total raw read time, 34.303, s
eval raw read rate per epoch, "183.105, 176.430, 168.800, 189.780, 220.298", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 188.092, MB/s
eval observed time per epoch, "26.027, 25.277, 25.888, 25.732, 23.737", "s, s, s, s, s"
eval observed time, 126.661, s
eval observed rate per epoch, "56.147, 58.058, 56.490, 56.884, 62.418", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 57.999, MB/s
eval throughput samples per second per epoch, "0.768, 0.791, 0.773, 0.777, 0.843", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.790, samples/s
eval throughput stdev samples per second, 0.027, samples/s
eval io avg, 50.587, MB/s
eval io stdev, 1.740, MB/s
