metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 126.000, GB
train size per rank, 5.250, GB
train emulated compute time per epoch, "3.876, 3.876, 3.876, 3.876, 3.876", "s, s, s, s, s"
train emulated compute time, 19.380, s
train metadata time per epoch, "14.726, 16.936, 16.855, 17.708, 18.584", "s, s, s, s, s"
train metadata time, 84.809, s
train raw read time per epoch, "25.736, 29.327, 32.776, 31.869, 30.302", "s, s, s, s, s"
train total raw read time, 150.010, s
train raw read rate per epoch, "208.889, 183.313, 164.021, 168.690, 177.414", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 180.466, MB/s
train observed time per epoch, "75.823, 72.276, 74.293, 75.691, 78.974", "s, s, s, s, s"
train observed time, 377.057, s
train observed rate per epoch, "74.722, 78.596, 76.345, 74.858, 71.586", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 75.222, MB/s
train throughput samples per second per epoch, "1.108, 1.162, 1.131, 1.110, 1.064", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 1.115, samples/s
train throughput stdev samples per second, 0.032, samples/s
train io avg, 71.349, MB/s
train io stdev, 2.062, MB/s
eval total size, 30.000, GB
eval size per rank, 1.250, GB
eval emulated compute time per epoch, "3.230, 3.230, 3.230, 3.230, 3.230", "s, s, s, s, s"
eval emulated compute time, 16.150, s
eval metadata time per epoch, "3.735, 2.998, 3.590, 3.480, 3.446", "s, s, s, s, s"
eval metadata time, 17.249, s
eval raw read time per epoch, "8.547, 8.381, 8.281, 7.229, 6.364", "s, s, s, s, s"
eval total raw read time, 38.803, s
eval raw read rate per epoch, "149.727, 152.588, 154.495, 176.430, 200.271", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 167.046, MB/s
eval observed time per epoch, "25.916, 25.170, 25.745, 25.624, 23.606", "s, s, s, s, s"
eval observed time, 126.061, s
eval observed rate per epoch, "56.422, 58.341, 56.851, 57.158, 62.818", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 58.317, MB/s
eval throughput samples per second per epoch, "0.772, 0.795, 0.777, 0.781, 0.847", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.794, samples/s
eval throughput stdev samples per second, 0.028, samples/s
eval io avg, 50.827, MB/s
eval io stdev, 1.766, MB/s
