metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 504.000, GB
train size per rank, 21.000, GB
train emulated compute time per epoch, "15.504, 15.504, 15.504, 15.504, 15.504", "s, s, s, s, s"
train emulated compute time, 77.520, s
train metadata time per epoch, "90.703, 90.077, 91.957, 90.105, 91.809", "s, s, s, s, s"
train metadata time, 454.650, s
train raw read time per epoch, "145.379, 149.615, 154.686, 151.158, 150.750", "s, s, s, s, s"
train total raw read time, 751.588, s
train raw read rate per epoch, "147.916, 143.729, 139.017, 142.261, 142.646", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 143.113, MB/s
train observed time per epoch, "317.208, 317.736, 318.295, 316.740, 318.778", "s, s, s, s, s"
train observed time, 1588.757, s
train observed rate per epoch, "71.274, 71.150, 71.019, 71.386, 70.905", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 71.146, MB/s
train throughput samples per second per epoch, "1.059, 1.057, 1.056, 1.061, 1.054", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 1.057, samples/s
train throughput stdev samples per second, 0.002, samples/s
train io avg, 67.676, MB/s
train io stdev, 159.321, KB/s
eval total size, 126.000, GB
eval size per rank, 5.250, GB
eval emulated compute time per epoch, "13.566, 13.566, 13.566, 13.566, 13.566", "s, s, s, s, s"
eval emulated compute time, 67.830, s
eval metadata time per epoch, "21.802, 21.197, 21.173, 21.735, 22.612", "s, s, s, s, s"
eval metadata time, 108.519, s
eval raw read time per epoch, "34.459, 35.121, 35.303, 35.670, 33.394", "s, s, s, s, s"
eval total raw read time, 173.947, s
eval raw read rate per epoch, "155.448, 152.588, 151.634, 150.680, 160.217", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 154.612, MB/s
eval observed time per epoch, "112.334, 112.440, 113.818, 111.951, 112.348", "s, s, s, s, s"
eval observed time, 562.890, s
eval observed rate per epoch, "54.431, 54.372, 53.624, 54.642, 54.423", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 54.298, MB/s
eval throughput samples per second per epoch, "0.748, 0.747, 0.738, 0.750, 0.748", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.746, samples/s
eval throughput stdev samples per second, 0.004, samples/s
eval io avg, 47.755, MB/s
eval io stdev, 277.005, KB/s
