metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 504.000, GB
train size per rank, 21.000, GB
train emulated compute time per epoch, "15.504, 15.504, 15.504, 15.504, 15.504", "s, s, s, s, s"
train emulated compute time, 77.520, s
train metadata time per epoch, "85.388, 83.201, 81.641, 82.960, 83.049", "s, s, s, s, s"
train metadata time, 416.239, s
train raw read time per epoch, "144.641, 151.605, 158.007, 152.685, 158.804", "s, s, s, s, s"
train total raw read time, 765.742, s
train raw read rate per epoch, "148.671, 141.842, 136.095, 140.839, 135.412", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 140.571, MB/s
train observed time per epoch, "317.123, 317.623, 318.321, 316.555, 318.704", "s, s, s, s, s"
train observed time, 1588.327, s
train observed rate per epoch, "71.295, 71.177, 71.013, 71.429, 70.923", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 71.167, MB/s
train throughput samples per second per epoch, "1.060, 1.058, 1.056, 1.061, 1.054", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 1.058, samples/s
train throughput stdev samples per second, 0.003, samples/s
train io avg, 67.693, MB/s
train io stdev, 170.044, KB/s
eval total size, 126.000, GB
eval size per rank, 5.250, GB
eval emulated compute time per epoch, "13.566, 13.566, 13.566, 13.566, 13.566", "s, s, s, s, s"
eval emulated compute time, 67.830, s
eval metadata time per epoch, "17.081, 15.604, 16.276, 17.851, 16.982", "s, s, s, s, s"
eval metadata time, 83.794, s
eval raw read time per epoch, "38.514, 37.675, 38.344, 37.156, 37.252", "s, s, s, s, s"
eval total raw read time, 188.941, s
eval raw read rate per epoch, "139.236, 142.097, 140.189, 144.004, 144.004", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 142.297, MB/s
eval observed time per epoch, "112.319, 112.473, 113.773, 112.011, 112.253", "s, s, s, s, s"
eval observed time, 562.828, s
eval observed rate per epoch, "54.438, 54.354, 53.648, 54.608, 54.475", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 54.305, MB/s
eval throughput samples per second per epoch, "0.748, 0.747, 0.738, 0.750, 0.748", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.746, samples/s
eval throughput stdev samples per second, 0.004, samples/s
eval io avg, 47.760, MB/s
eval io stdev, 268.212, KB/s
