metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 31.500, GB
train size per rank, 1.312, GB
train emulated compute time per epoch, "0.969, 0.969, 0.969, 0.969, 0.969", "s, s, s, s, s"
train emulated compute time, 4.845, s
train metadata time per epoch, "4.502, 3.889, 3.755, 4.114, 4.546", "s, s, s, s, s"
train metadata time, 20.805, s
train raw read time per epoch, "5.229, 6.153, 6.020, 5.556, 4.949", "s, s, s, s, s"
train total raw read time, 27.908, s
train raw read rate per epoch, "257.027, 218.412, 223.270, 241.889, 271.550", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 242.430, MB/s
train observed time per epoch, "17.054, 14.814, 13.157, 14.634, 14.760", "s, s, s, s, s"
train observed time, 74.418, s
train observed rate per epoch, "83.558, 97.075, 110.272, 98.354, 97.453", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 97.343, MB/s
train throughput samples per second per epoch, "1.231, 1.418, 1.596, 1.435, 1.423", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 1.421, samples/s
train throughput stdev samples per second, 0.116, samples/s
train io avg, 90.917, MB/s
train io stdev, 7.398, MB/s
eval total size, 6.000, GB
eval size per rank, 256.000, MB
eval emulated compute time per epoch, "0.646, 0.646, 0.646, 0.646, 0.646", "s, s, s, s, s"
eval emulated compute time, 3.230, s
eval metadata time per epoch, "0.975, 0.850, 0.802, 0.640, 0.809", "s, s, s, s, s"
eval metadata time, 4.076, s
eval raw read time per epoch, "2.002, 0.848, 0.950, 0.821, 1.264", "s, s, s, s, s"
eval total raw read time, 5.885, s
eval raw read rate per epoch, "127.792, 301.360, 268.936, 310.897, 202.179", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 242.709, MB/s
eval observed time per epoch, "5.816, 4.132, 4.839, 3.743, 5.324", "s, s, s, s, s"
eval observed time, 23.854, s
eval observed rate per epoch, "49.515, 73.428, 61.057, 82.661, 54.724", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 64.276, MB/s
eval throughput samples per second per epoch, "0.688, 0.968, 0.827, 1.069, 0.751", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.860, samples/s
eval throughput stdev samples per second, 0.140, samples/s
eval io avg, 55.069, MB/s
eval io stdev, 8.950, MB/s
