metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 504.000, GB
train size per rank, 21.000, GB
train emulated compute time per epoch, "15.504, 15.504, 15.504, 15.504, 15.504", "s, s, s, s, s"
train emulated compute time, 77.520, s
train metadata time per epoch, "217.742, 213.462, 220.089, 221.855, 223.647", "s, s, s, s, s"
train metadata time, 1096.796, s
train raw read time per epoch, "235.495, 249.209, 248.253, 238.007, 236.298", "s, s, s, s, s"
train total raw read time, 1207.262, s
train raw read rate per epoch, "91.313, 86.288, 86.621, 90.350, 91.003", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 89.115, MB/s
train observed time per epoch, "543.181, 585.012, 581.874, 672.221, 637.551", "s, s, s, s, s"
train observed time, 3019.840, s
train observed rate per epoch, "40.752, 37.759, 37.968, 32.744, 34.569", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 36.758, MB/s
train throughput samples per second per epoch, "0.619, 0.574, 0.577, 0.500, 0.527", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 0.559, samples/s
train throughput stdev samples per second, 0.042, samples/s
train io avg, 35.804, MB/s
train io stdev, 2.661, MB/s
eval total size, 126.000, GB
eval size per rank, 5.250, GB
eval emulated compute time per epoch, "13.566, 13.566, 13.566, 13.566, 13.566", "s, s, s, s, s"
eval emulated compute time, 67.830, s
eval metadata time per epoch, "58.358, 54.988, 57.817, 55.487, 57.132", "s, s, s, s, s"
eval metadata time, 283.781, s
eval raw read time per epoch, "66.943, 59.276, 58.212, 58.265, 59.553", "s, s, s, s, s"
eval total raw read time, 302.250, s
eval raw read rate per epoch, "80.108, 90.599, 91.553, 91.553, 89.645", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 89.178, MB/s
eval observed time per epoch, "206.934, 243.624, 209.792, 236.510, 227.612", "s, s, s, s, s"
eval observed time, 1124.472, s
eval observed rate per epoch, "27.802, 23.367, 27.396, 24.113, 25.115", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 25.559, MB/s
eval throughput samples per second per epoch, "0.406, 0.345, 0.400, 0.355, 0.369", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.375, samples/s
eval throughput stdev samples per second, 0.024, samples/s
eval io avg, 24.004, MB/s
eval io stdev, 1.552, MB/s
