metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 504.000, GB
train size per rank, 21.000, GB
train emulated compute time per epoch, "15.504, 15.504, 15.504, 15.504, 15.504", "s, s, s, s, s"
train emulated compute time, 77.520, s
train metadata time per epoch, "219.676, 218.134, 220.428, 220.657, 220.635", "s, s, s, s, s"
train metadata time, 1099.530, s
train raw read time per epoch, "232.249, 245.806, 245.523, 246.475, 243.625", "s, s, s, s, s"
train total raw read time, 1213.677, s
train raw read rate per epoch, "92.590, 87.483, 87.584, 87.246, 88.267", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 88.634, MB/s
train observed time per epoch, "543.040, 585.080, 581.966, 672.305, 637.719", "s, s, s, s, s"
train observed time, 3020.110, s
train observed rate per epoch, "40.763, 37.754, 37.962, 32.740, 34.560", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 36.756, MB/s
train throughput samples per second per epoch, "0.619, 0.574, 0.577, 0.500, 0.527", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 0.559, samples/s
train throughput stdev samples per second, 0.042, samples/s
train io avg, 35.802, MB/s
train io stdev, 2.666, MB/s
eval total size, 126.000, GB
eval size per rank, 5.250, GB
eval emulated compute time per epoch, "13.566, 13.566, 13.566, 13.566, 13.566", "s, s, s, s, s"
eval emulated compute time, 67.830, s
eval metadata time per epoch, "56.912, 54.522, 54.693, 54.787, 55.964", "s, s, s, s, s"
eval metadata time, 276.877, s
eval raw read time per epoch, "62.821, 63.932, 62.388, 63.296, 63.427", "s, s, s, s, s"
eval total raw read time, 315.865, s
eval raw read rate per epoch, "84.877, 83.923, 85.830, 84.877, 83.923", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 85.105, MB/s
eval observed time per epoch, "206.900, 243.486, 209.715, 236.497, 227.686", "s, s, s, s, s"
eval observed time, 1124.285, s
eval observed rate per epoch, "27.807, 23.382, 27.407, 24.114, 25.106", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 25.563, MB/s
eval throughput samples per second per epoch, "0.406, 0.345, 0.401, 0.355, 0.369", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.375, samples/s
eval throughput stdev samples per second, 0.024, samples/s
eval io avg, 24.008, MB/s
eval io stdev, 1.553, MB/s
