metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 126.000, GB
train size per rank, 5.250, GB
train emulated compute time per epoch, "3.876, 3.876, 3.876, 3.876, 3.876", "s, s, s, s, s"
train emulated compute time, 19.380, s
train metadata time per epoch, "16.720, 19.586, 20.377, 20.036, 20.492", "s, s, s, s, s"
train metadata time, 97.211, s
train raw read time per epoch, "25.243, 30.218, 32.064, 31.857, 32.497", "s, s, s, s, s"
train total raw read time, 151.880, s
train raw read rate per epoch, "212.969, 177.907, 167.662, 168.752, 165.430", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 178.544, MB/s
train observed time per epoch, "74.891, 73.686, 76.822, 75.533, 76.816", "s, s, s, s, s"
train observed time, 377.749, s
train observed rate per epoch, "75.702, 77.009, 73.697, 75.023, 73.703", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 75.027, MB/s
train throughput samples per second per epoch, "1.122, 1.140, 1.093, 1.112, 1.094", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 1.112, samples/s
train throughput stdev samples per second, 0.018, samples/s
train io avg, 71.176, MB/s
train io stdev, 1.131, MB/s
eval total size, 30.000, GB
eval size per rank, 1.250, GB
eval emulated compute time per epoch, "3.230, 3.230, 3.230, 3.230, 3.230", "s, s, s, s, s"
eval emulated compute time, 16.150, s
eval metadata time per epoch, "4.405, 4.368, 4.766, 4.665, 4.873", "s, s, s, s, s"
eval metadata time, 23.077, s
eval raw read time per epoch, "7.018, 6.982, 6.733, 6.810, 7.391", "s, s, s, s, s"
eval total raw read time, 34.934, s
eval raw read rate per epoch, "182.151, 183.105, 189.780, 187.873, 172.614", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 183.393, MB/s
eval observed time per epoch, "26.117, 25.005, 25.043, 26.590, 25.845", "s, s, s, s, s"
eval observed time, 128.600, s
eval observed rate per epoch, "55.927, 58.783, 58.681, 54.794, 56.598", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 56.956, MB/s
eval throughput samples per second per epoch, "0.766, 0.800, 0.799, 0.752, 0.774", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.778, samples/s
eval throughput stdev samples per second, 0.019, samples/s
eval io avg, 49.796, MB/s
eval io stdev, 1.192, MB/s
