metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 126.000, GB
train size per rank, 5.250, GB
train emulated compute time per epoch, "3.876, 3.876, 3.876, 3.876, 3.876", "s, s, s, s, s"
train emulated compute time, 19.380, s
train metadata time per epoch, "17.852, 20.756, 19.806, 20.592, 20.717", "s, s, s, s, s"
train metadata time, 99.722, s
train raw read time per epoch, "23.050, 31.326, 31.659, 30.390, 31.069", "s, s, s, s, s"
train total raw read time, 147.493, s
train raw read rate per epoch, "233.228, 171.616, 169.812, 176.898, 173.036", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 184.918, MB/s
train observed time per epoch, "75.802, 72.411, 74.694, 75.880, 77.223", "s, s, s, s, s"
train observed time, 376.010, s
train observed rate per epoch, "74.743, 78.441, 75.912, 74.661, 73.295", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 75.411, MB/s
train throughput samples per second per epoch, "1.108, 1.160, 1.125, 1.107, 1.088", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 1.118, samples/s
train throughput stdev samples per second, 0.024, samples/s
train io avg, 71.521, MB/s
train io stdev, 1.552, MB/s
eval total size, 30.000, GB
eval size per rank, 1.250, GB
eval emulated compute time per epoch, "3.230, 3.230, 3.230, 3.230, 3.230", "s, s, s, s, s"
eval emulated compute time, 16.150, s
eval metadata time per epoch, "5.721, 5.291, 5.284, 7.284, 6.500", "s, s, s, s, s"
eval metadata time, 30.079, s
eval raw read time per epoch, "5.868, 4.888, 6.170, 6.810, 5.626", "s, s, s, s, s"
eval total raw read time, 29.360, s
eval raw read rate per epoch, "217.438, 261.307, 206.947, 187.873, 226.974", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 220.599, MB/s
eval observed time per epoch, "25.898, 25.279, 25.464, 25.786, 26.175", "s, s, s, s, s"
eval observed time, 128.601, s
eval observed rate per epoch, "56.467, 58.053, 57.567, 56.748, 55.786", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 56.924, MB/s
eval throughput samples per second per epoch, "0.772, 0.791, 0.785, 0.776, 0.764", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.778, samples/s
eval throughput stdev samples per second, 0.010, samples/s
eval io avg, 49.773, MB/s
eval io stdev, 628.423, KB/s
