metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 126.000, GB
train size per rank, 5.250, GB
train emulated compute time per epoch, "3.876, 3.876, 3.876, 3.876, 3.876", "s, s, s, s, s"
train emulated compute time, 19.380, s
train metadata time per epoch, "18.617, 21.931, 22.661, 21.572, 21.204", "s, s, s, s, s"
train metadata time, 105.985, s
train raw read time per epoch, "24.112, 30.046, 31.912, 33.141, 34.821", "s, s, s, s, s"
train total raw read time, 154.032, s
train raw read rate per epoch, "222.962, 178.923, 168.463, 162.216, 154.391", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 177.391, MB/s
train observed time per epoch, "74.827, 73.727, 76.658, 75.474, 76.795", "s, s, s, s, s"
train observed time, 377.481, s
train observed rate per epoch, "75.771, 76.964, 73.863, 75.086, 73.725", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 75.082, MB/s
train throughput samples per second per epoch, "1.123, 1.139, 1.096, 1.113, 1.094", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 1.113, samples/s
train throughput stdev samples per second, 0.017, samples/s
train io avg, 71.225, MB/s
train io stdev, 1.090, MB/s
eval total size, 30.000, GB
eval size per rank, 1.250, GB
eval emulated compute time per epoch, "3.230, 3.230, 3.230, 3.230, 3.230", "s, s, s, s, s"
eval emulated compute time, 16.150, s
eval metadata time per epoch, "5.386, 6.476, 6.087, 5.412, 6.217", "s, s, s, s, s"
eval metadata time, 29.577, s
eval raw read time per epoch, "7.355, 4.317, 4.945, 5.541, 8.060", "s, s, s, s, s"
eval total raw read time, 30.219, s
eval raw read rate per epoch, "173.568, 295.639, 258.445, 230.789, 158.310", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 223.838, MB/s
eval observed time per epoch, "26.271, 25.285, 25.252, 26.615, 25.706", "s, s, s, s, s"
eval observed time, 129.128, s
eval observed rate per epoch, "55.554, 58.037, 58.124, 54.736, 56.949", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 56.680, MB/s
eval throughput samples per second per epoch, "0.761, 0.791, 0.792, 0.751, 0.778", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.775, samples/s
eval throughput stdev samples per second, 0.016, samples/s
eval io avg, 49.584, MB/s
eval io stdev, 1.030, MB/s
