metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 31.500, GB
train size per rank, 1.312, GB
train emulated compute time per epoch, "0.969, 0.969, 0.969, 0.969, 0.969", "s, s, s, s, s"
train emulated compute time, 4.845, s
train metadata time per epoch, "7.401, 7.983, 8.589, 8.300, 8.104", "s, s, s, s, s"
train metadata time, 40.377, s
train raw read time per epoch, "7.838, 6.635, 6.631, 6.966, 8.019", "s, s, s, s, s"
train total raw read time, 36.088, s
train raw read rate per epoch, "171.476, 202.570, 202.694, 192.941, 167.592", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 187.455, MB/s
train observed time per epoch, "26.467, 24.505, 35.811, 22.236, 46.647", "s, s, s, s, s"
train observed time, 155.666, s
train observed rate per epoch, "52.709, 57.104, 38.574, 63.197, 29.423", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 48.201, MB/s
train throughput samples per second per epoch, "0.793, 0.857, 0.586, 0.944, 0.450", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 0.726, samples/s
train throughput stdev samples per second, 0.182, samples/s
train io avg, 46.483, MB/s
train io stdev, 11.625, MB/s
eval total size, 6.000, GB
eval size per rank, 256.000, MB
eval emulated compute time per epoch, "0.646, 0.646, 0.646, 0.646, 0.646", "s, s, s, s, s"
eval emulated compute time, 3.230, s
eval metadata time per epoch, "1.491, 1.528, 1.552, 1.482, 1.839", "s, s, s, s, s"
eval metadata time, 7.892, s
eval raw read time per epoch, "2.000, 1.191, 1.126, 1.333, 1.353", "s, s, s, s, s"
eval total raw read time, 7.003, s
eval raw read rate per epoch, "127.792, 214.576, 226.974, 191.688, 188.827", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 190.299, MB/s
eval observed time per epoch, "6.853, 6.247, 5.624, 5.122, 6.140", "s, s, s, s, s"
eval observed time, 29.986, s
eval observed rate per epoch, "41.244, 45.702, 51.430, 57.193, 46.599", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 48.434, MB/s
eval throughput samples per second per epoch, "0.584, 0.640, 0.712, 0.781, 0.652", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.674, samples/s
eval throughput stdev samples per second, 0.067, samples/s
eval io avg, 43.122, MB/s
eval io stdev, 4.308, MB/s
