metric, value, unit
operation, dlio,
ranks, 24,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, YES,
collective data, YES,
train total size, 31.500, GB
train size per rank, 1.312, GB
train emulated compute time per epoch, "0.969, 0.969, 0.969, 0.969, 0.969", "s, s, s, s, s"
train emulated compute time, 4.845, s
train metadata time per epoch, "6.730, 9.320, 9.184, 7.633, 7.300", "s, s, s, s, s"
train metadata time, 40.167, s
train raw read time per epoch, "7.602, 5.864, 5.025, 6.607, 8.378", "s, s, s, s, s"
train total raw read time, 33.475, s
train raw read rate per epoch, "176.797, 229.209, 267.479, 203.420, 160.424", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg raw read rate, 207.466, MB/s
train observed time per epoch, "26.539, 24.515, 35.984, 22.376, 46.689", "s, s, s, s, s"
train observed time, 156.103, s
train observed rate per epoch, "52.561, 57.080, 38.383, 62.784, 29.396", "MB/s, MB/s, MB/s, MB/s, MB/s"
train avg observed rate, 48.040, MB/s
train throughput samples per second per epoch, "0.791, 0.857, 0.584, 0.939, 0.450", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 0.724, samples/s
train throughput stdev samples per second, 0.181, samples/s
train io avg, 46.333, MB/s
train io stdev, 11.557, MB/s
eval total size, 6.000, GB
eval size per rank, 256.000, MB
eval emulated compute time per epoch, "0.646, 0.646, 0.646, 0.646, 0.646", "s, s, s, s, s"
eval emulated compute time, 3.230, s
eval metadata time per epoch, "1.157, 1.686, 2.126, 1.520, 1.799", "s, s, s, s, s"
eval metadata time, 8.288, s
eval raw read time per epoch, "2.329, 1.036, 1.327, 0.869, 1.637", "s, s, s, s, s"
eval total raw read time, 7.199, s
eval raw read rate per epoch, "109.672, 247.001, 192.642, 293.731, 156.402", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg raw read rate, 200.149, MB/s
eval observed time per epoch, "7.054, 6.256, 5.796, 5.101, 6.283", "s, s, s, s, s"
eval observed time, 30.490, s
eval observed rate per epoch, "39.950, 45.630, 49.709, 57.465, 45.415", "MB/s, MB/s, MB/s, MB/s, MB/s"
eval avg observed rate, 47.634, MB/s
eval throughput samples per second per epoch, "0.567, 0.639, 0.690, 0.784, 0.637", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 0.663, samples/s
eval throughput stdev samples per second, 0.072, samples/s
eval io avg, 42.462, MB/s
eval io stdev, 4.604, MB/s
