metric, value, unit
operation, dlio,
ranks, 1,
read threads, 0,
subfiling, NO,
chunking, NO,
collective meta, NO,
collective data, NO,
train total size, 63.875, GB
train size per rank, 63.875, GB
train emulated compute time per epoch, "47.158, 47.158, 47.158, 47.158, 47.158", "s, s, s, s, s"
train emulated compute time, 235.790, s
train metadata time per epoch, "3.047, 3.080, 3.197, 3.143, 3.083", "s, s, s, s, s"
train metadata time, 15.551, s
train raw read time per epoch, "24.751, 27.881, 25.337, 25.588, 25.108", "s, s, s, s, s"
train total raw read time, 128.664, s
train raw read rate per epoch, "2.580, 2.290, 2.521, 2.496, 2.544", "GB/s, GB/s, GB/s, GB/s, GB/s"
train avg raw read rate, 2.486, GB/s
train observed time per epoch, "75.123, 78.294, 75.871, 76.057, 75.518", "s, s, s, s, s"
train observed time, 380.863, s
train observed rate per epoch, "2.283, 2.051, 2.224, 2.210, 2.252", "GB/s, GB/s, GB/s, GB/s, GB/s"
train avg observed rate, 2.204, GB/s
train throughput samples per second per epoch, "13.604, 13.053, 13.470, 13.437, 13.533", "samples/s, samples/s, samples/s, samples/s, samples/s"
train throughput avg samples per second, 13.420, samples/s
train throughput stdev samples per second, 0.192, samples/s
train io avg, 858.859, MB/s
train io stdev, 12.280, MB/s
eval total size, 16.000, GB
eval size per rank, 16.000, GB
eval emulated compute time per epoch, "41.344, 41.344, 41.344, 41.344, 41.344", "s, s, s, s, s"
eval emulated compute time, 206.720, s
eval metadata time per epoch, "0.857, 0.954, 0.927, 0.914, 0.915", "s, s, s, s, s"
eval metadata time, 4.567, s
eval raw read time per epoch, "6.097, 7.728, 6.434, 6.457, 6.357", "s, s, s, s, s"
eval total raw read time, 33.071, s
eval raw read rate per epoch, "2.623, 2.070, 2.486, 2.477, 2.516", "GB/s, GB/s, GB/s, GB/s, GB/s"
eval avg raw read rate, 2.435, GB/s
eval observed time per epoch, "48.349, 50.080, 48.755, 48.766, 48.667", "s, s, s, s, s"
eval observed time, 244.617, s
eval observed rate per epoch, "2.283, 1.831, 2.158, 2.155, 2.185", "GB/s, GB/s, GB/s, GB/s, GB/s"
eval avg observed rate, 2.123, GB/s
eval throughput samples per second per epoch, "5.295, 5.112, 5.251, 5.250, 5.260", "samples/s, samples/s, samples/s, samples/s, samples/s"
eval throughput avg samples per second, 5.233, samples/s
eval throughput stdev samples per second, 0.063, samples/s
eval io avg, 334.940, MB/s
eval io stdev, 4.030, MB/s
